date,category,item1,item2,item3,item4,difficulty,url1,url2,url3,url4,author
EmToxPharm36,WARFARIN-ASSOCIATED BLEEDING,VITAMIN K,4-FACTOR PCC,FRESH FROZEN PLASMA,TRANEXAMIC ACID,STEP1,,,,,
EmToxPharm37,DOAC-ASSOCIATED BLEEDING (SELECT),ANDEXANET ALFA,IDARUCIZUMAB,4-FACTOR PCC,ACTIVATED CHARCOAL,STEP1,,,,,
EmToxPharm38,HYPOTHERMIA/SHIVERING (SELECT),MEPERIDINE,BUSPIRONE,MAGNESIUM,WARMING,STEP1,,,,,
EmToxPharm39,SEVERE HYPERTHERMIA/HEAT STROKE (SELECT),COOLING,MIDAZOLAM,IV FLUIDS,ELECTROLYTE CORRECTION,STEP1,,,,,
EmToxPharm40,RAPID SEQUENCE NAL OXONE & AIRWAY (SELECT),NALOXONE,ETOMIDATE,ROCURONIUM,PROPOFOL,STEP1,,,,,
EmToxPharm41,NARCOTIC/SEDATIVE WITHDRAWAL SUPPORT (SELECT),BUPRENORPHINE,CLONIDINE,ONDANSETRON,LOPERAMIDE,STEP1,,,,,
EmToxPharm42,POST-INTUBATION ANALGESIA/SEDATION (SELECT),FENTANYL,PROPOFOL,DEXMEDETOMIDINE,KETAMINE,STEP1,,,,,
EmToxPharm43,ACUTE MIGRAINE (ED),METOCLOPRAMIDE,PROCHLORPERAZINE,KETOROLAC,DIPHENHYDRAMINE,STEP1,,,,,
EmToxPharm44,NAUSEA/VOMITING (ED),ONDANSETRON,METOCLOPRAMIDE,PROCHLORPERAZINE,DROPERIDOL,STEP1,,,,,
EmToxPharm45,TOXICOLOGY DECONTAMINATION (SELECT),ACTIVATED CHARCOAL,WHOLE BOWEL IRRIGATION,NALOXONE,N-ACETYLCYSTEINE,STEP1,,,,,
