CSF ANALYSIS,"Opening pressure, cells, protein, glucose, culture, PCR.",Diagnostics
,,
CT ANGIOGRAM,Noninvasive arterial imaging for occlusion and stenosis.,Diagnostics
,,
,,
EEG MONITORING,Detects seizures and nonconvulsive status.,Diagnostics
,,
,,
FLAIR,Suppresses CSF signal to reveal parenchymal lesions.,Diagnostics
HINTS EXAM,"Head impulse, nystagmus, test of skew for vertigo.",Diagnostics
MOCA,Cognitive screening for MCI/dementia.,Diagnostics
,,
,,
,,
,,
NIHSS,Stroke severity scale 0–42.,Diagnostics
OLIGOCLONAL BANDS,Intrathecal IgG synthesis supporting MS.,Diagnostics
,,
,,
,,
,,
,,
,,
,,
,,
ABSENCE,Brief staring spells with 3-Hz spike-wave on EEG.,Epilepsy
ANTI NMDA ENCEPHALITIS,"Psychosis, dyskinesia, autonomic instability; ovarian teratoma.",Epilepsy
,,
,,
ABSENCE,3-Hz spike–wave; ethosuximide first-line.,Epilepsy
,,
,,
,,
,,
,,
,,
FEBRILE,Seizure with fever in children without CNS infection.,Epilepsy
,,
FOCAL SEIZURE,Originates in one hemisphere; Â± impaired awareness.,Epilepsy
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
MESIAL TEMPORAL SCLEROSIS,Hippocampal atrophy and T2 hyperintensity.,Epilepsy
,,
,,
OLFACTORY AURA,Subjective olfactory aura sensation preceding focal seizure.,Epilepsy
PANAYIOTOPOULOS SYNDROME,Autonomic seizures with emesis in children.,Epilepsy
,,
,,
,,
,,
POLYMICROGYRIA,Cortical malformation with seizures and delay.,Epilepsy
,,
,,
PSYCHOGENIC NONEPILEPTIC SEIZURES,Events without epileptiform EEG; dissociative etiology.,Epilepsy
STATUS EPILEPTICUS,Ongoing seizures despite benzodiazepine and second agent.,Epilepsy
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
CGRP BLOCKADE,Prevention strategy for migraine.,Headache
CLUSTER,Severe unilateral orbital pain with autonomic features; short bouts.,Headache
,,
,,
GIANT CELL ARTERITIS,"Scalp tenderness, jaw claudication; high ESR; vision risk.",Headache
,,
HEMIPLEGIC MIGRAINE,Migraine with transient unilateral weakness; family forms exist.,Headache
,,
,,
,,
LOW CSF PRESSURE HEADACHE,Improves supine; pachymeningeal enhancement.,Headache
,,
MEDICATION OVERUSE,Daily or near-daily headache from frequent analgesics.,Headache
,,
MIGRAINE,"Recurrent headache with photophobia, phonophobia, nausea; Â± aura.",Headache
,,
,,
,,
,,
,,
POSTTRAUMATIC HEADACHE,Chronic headache post concussion.,Headache
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
ALEXIA WITHOUT AGRAPHIA ,PCA splenial lesion,Localization
,,
BROWN SEQUARD,"Hemisection: ipsilateral weakness, contralateral pain loss.",Localization
CAUDA EQUINA,"Areflexic bladder, saddle anesthesia, LMN leg weakness.",Localization
CEREBELLAR STROKE,Ipsilateral limb ataxia and intention tremor.,Localization
,,
,,
,,
FRONTAL EYE FIELD LESION,Conjugate gaze toward lesion side.,Localization
FRONTAL OPERCULUM,Broca aphasia and apraxia of speech.,Localization
,,
HEMIBALLISMUS,Flinging movements from STN lesion.,Localization
HEMISPATIAL NEGLECT,Inattention to left hemispace.,Localization
INTERNAL CAPSULE STROKE,Pure motor hemiparesis from lacune.,Localization
LATERAL MEDULLARY STROKE,"Wallenberg syndrome with vertigo, ataxia, and dysphagia.",Localization
LATERAL PONS STROKE,"Facial weakness, ataxia, and contralateral pain loss.",Localization
LEFT MCA STROKE,"Contralateral face/arm weakness, aphasia if dominant.",Localization
LOCKED IN SYNDROME,Pontine lesion sparing vertical gaze and consciousness.,Localization
MEDIAL MEDULLARY STROKE,Contralateral weakness with tongue deviation ipsilateral.,Localization
MEDIAL PONS STROKE,Internuclear ophthalmoplegia with contralateral paresis.,Localization
,,
,,
,,
,,
PICA STROKE,"Wallenberg: vertigo, ataxia, dysphagia, ipsilateral facial loss.",Localization
PONTINE STROKE,Internuclear ophthalmoplegia or crossed findings.,Localization
,,
,,
RIGHT MCA STROKE,"Left neglect, visuospatial deficits, face/arm weakness.",Localization
,,
THALAMIC STROKE,Pure sensory stroke with hemisensory loss.,Localization
,,
,,
VERMIS LESION,Wide-based gait and truncal ataxia.,Localization
,,
,,
,,
,,
,,
B12 DEFICIENCY,Subacute combined degeneration with paresthesias and ataxia.,Metabolic
,,
,,
,,
DIABETIC THIRD NERVE PALSY,Ptosis with pupil sparing.,Metabolic
HEPATIC ENCEPHALOPATHY,Ammonia-related encephalopathy with triphasic waves.,Metabolic
HYPERAMMONEMIA,Asterixis and encephalopathy from elevated ammonia.,Metabolic
HYPERCALCEMIA,"Confusion, constipation, polyuria; stones bones groans.",Metabolic
HYPERGLYCEMIA,Nonketotic hyperosmolar state can cause focal deficits.,Metabolic
,,
HYPOGLYCEMIA,Adrenergic symptoms and confusion; focal deficits can mimic stroke.,Metabolic
HYPONATREMIA,"Low sodium causing headache, confusion, seizures.",Metabolic
,,
KRABBE DISEASE,"GALC deficiency with irritability, hypertonia.",Metabolic
LEAD NEUROPATHY,Wrist/foot drop with abdominal pain.,Metabolic
,,
MANGANESE TOXICITY,Parkinsonism with T1 pallidal hyperintensity.,Metabolic
,,
,,
,,
,,
,,
NIEMANN PICK,"Vertical gaze palsy, ataxia, hepatosplenomegaly.",Metabolic
ORGANOPHOSPHATE TOXICITY,Cholinergic crisis with miosis/bronchorrhea.,Metabolic
,,
OSMOTIC DEMYELINATION,Rapid sodium correction causing pontine myelinolysis.,Metabolic
,,
,,
,,
TAY SACHS,Hexosaminidase A deficiency with cherry-red macula.,Metabolic
,,
,,
,,
,,
,,
WERNICKE KORSAKOFF,"Ophthalmoplegia, ataxia, confusion from thiamine deficiency.",Metabolic
WILSON DISEASE,Behavior changes with movement disorder.,Metabolic
,,
,,
,,
,,
BRADYKINESIA,Slowness of movement with decrementing amplitude.,Movement
CERVICAL DYSTONIA,Torticollis with neck muscle overactivity.,Movement
,,
,,
,,
,,
DRUG INDUCED PARKINSONISM,Dopamine blockade causing symmetric akinetic rigidity.,Movement
DYSTONIA,Sustained or intermittent muscle contractions causing abnormal postures.,Movement
ESSENTIAL TREMOR,Action tremor improved by alcohol; beta-blockers help.,Movement
FRIEDREICH ATAXIA,GAA expansion with ataxia and cardiomyopathy.,Movement
,,
,,
,,
HEMIFACIAL SPASM,Ephaptic transmission causing unilateral facial twitching.,Movement
HUNTINGTON DISEASE,Autosomal dominant chorea with cognitive decline; CAG repeats.,Movement
,,
,,
MYOCLONUS,Sudden brief shock-like muscle jerks.,Movement
,,
,,
NEUROLEPTIC MALIGNANT SYNDROME,"Rigidity, fever, CPK rise after dopamine blockade.",Movement
NORMAL PRESSURE HYDROCEPHALUS,"Gait apraxia, incontinence, cognitive changes.",Movement
ORTHOSTATIC TREMOR,High-frequency leg tremor on standing relieved by walking.,Movement
,,
,,
,,
PARKINSONISM,Bradykinesia with tremor or rigidity from dopamine loss.,Movement
,,
,,
RESTLESS LEGS SYNDROME,"Urge to move legs at rest, relieved by movement.",Movement
RIGIDITY,Velocity-independent resistance to passive move.,Movement
SEROTONIN SYNDROME,"Clonus, agitation, hyperreflexia with serotonergic excess.",Movement
TARDIVE DYSKINESIA,Late-onset choreoathetoid movements after dopamine blockade.,Movement
TASK SPECIFIC DYSTONIA,Dystonia occurring only during specific tasks.,Movement
TIC DISORDER,"Sudden, nonrhythmic movements or vocalizations with urges.",Movement
VASCULAR PARKINSONISM,Lower body parkinsonism with gait disorder.,Movement
WILSON DISEASE,"Copper accumulation; dystonia, tremor, psychiatric changes.",Movement
,,
AMEBIC ENCEPHALITIS,Naegleria or Acanthamoeba; fresh-water exposure; fulminant.,NeuroID
BOTULISM,Descending paralysis from presynaptic acetylcholine blockade.,NeuroID
BRAIN ABSCESS,Focal intracranial infection causing ring-enhancing mass and fever.,NeuroID
,,
,,
COCCIDIOIDAL MENINGITIS,Southwest US; complement fixation positive in CSF.,NeuroID
CRYPTOCOCCOSIS,Yeast meningitis in immunocompromise; positive cryptococcal antigen.,NeuroID
,,
ENCEPHALITIS,"Inflammation of brain parenchymaâ€”often viral (e.g., HSV).",NeuroID
FUNGAL VENTRICULITIS,CSF shunt infection with hyphae; intraventricular involvement.,NeuroID
HERPES ZOSTER OTICUS,Ramsay Hunt syndrome with ear vesicles and facial palsy.,NeuroID
HISTOPLASMA MENINGITIS,Ohio/Mississippi River valleys; subacute meningitis picture.,NeuroID
HIV ASSOCIATED DEMENTIA,Subcortical cognitive slowing in advanced HIV.,NeuroID
HSV ENCEPHALITIS,Temporal lobe predilection; hemorrhagic lesions; treat with acyclovir.,NeuroID
,,
JC VIRUS,Causes PML with subcortical demyelination in immunosuppressed.,NeuroID
LISTERIA MENINGITIS,Elderly/pregnant; add ampicillin for coverage.,NeuroID
,,
,,
MENINGITIS,"Inflammation of meninges; fever, neck stiffness, altered mentation.",NeuroID
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
WEST NILE VIRUS,Flaccid paralysis with encephalitis in summer; mosquito-borne.,NeuroID
,,
AMYGDALA,Emotional salience and fear conditioning.,Neuroanatomy
ANTERIOR COMMISSURE,Connection in the front.,Neuroanatomy
,,
ARCUATE FASCICULUS,Language repetition pathway linking Wernicke to Broca.,Neuroanatomy
,,
BASAL GANGLIA,Striato-pallidal circuits regulating movement selection.,Neuroanatomy
,,
CAVERNUS SINUS,Venous sinus with CN III–VI and ICA.,Neuroanatomy
CEREBELLAR PEDUNCLES,"Superior, middle, inferior white matter tracts.",Neuroanatomy
CEREBELLAR VERMIS,Truncal coordination and gait stability.,Neuroanatomy
,,
,,
,,
,,
CORPUS CALLOSUM,Massive commissural fiber bundle connecting the hemispheres.,Neuroanatomy
CRIBRIFORM PLATE,Recognizable CNS structure with specific function.,Neuroanatomy
,,
DEEP CEREBELLAR NUCLEI,"Dentate, interposed, fastigial nuclei.",Neuroanatomy
DENTATE NUCLEUS,Cerebellar deep nucleus for planning and coordination.,Neuroanatomy
EDINGER WESTPHAL NUCLEUS,Parasympathetic to pupil via CN III.,Neuroanatomy
,,
FALX CEREBRI,Dural fold separating hemispheres.,Neuroanatomy
FORNIX,Major efferent pathway of hippocampus.,Neuroanatomy
FOURTH VENTRICLE,Recognizable CNS structure with specific function.,Neuroanatomy
FRONTAL EYE FIELDS,Saccade initiation contralateral.,Neuroanatomy
FRONTAL LOBE,"Executive function, behavior, motor planning.",Neuroanatomy
FUSIFORM GYRUS,Face and word-form recognition cortex.,Neuroanatomy
HIPPOCAMPUS,Episodic memory encoding; vulnerable to hypoxia.,Neuroanatomy
INFERIOR COLLICULUS,Auditory relay to medial geniculate.,Neuroanatomy
,,
,,
INFERIOR OLIVE,Medullary nucleus projecting climbing fibers to cerebellum.,Neuroanatomy
INFERIOR SALIVATORY NUCLEUS,Parasympathetic to parotid gland.,Neuroanatomy
INSULAR CORTEX,"Viscerosensory, gustatory, and interoception hub.",Neuroanatomy
INTERNAL CAPSULE,White matter tract concentrating corticospinal and thalamocortical fibers.,Neuroanatomy
LATERAL GENICULATE NUCLEUS,Visual relay to primary visual cortex.,Neuroanatomy
,,
MAMMILLOTHALAMIC TRACT,Memory circuit to anterior thalamus.,Neuroanatomy
MEDIAL GENICULATE NUCLEUS,Thalamic auditory relay to temporal cortex.,Neuroanatomy
MEDULLA,Autonomic centers; pyramidal decussation.,Neuroanatomy
,,
MIDBRAIN,"Vertical gaze, pupillary reflexes, dopaminergic nuclei.",Neuroanatomy
,,
NUCLEUS ACCUMBENS,Ventral striatum; reward and motivation.,Neuroanatomy
NUCLEUS AMBIGUUS,Branchial motor to IX/X; swallowing.,Neuroanatomy
,,
NUCLEUS SOLITARIUS,Visceral sensory nucleus in medulla.,Neuroanatomy
OCCIPITAL LOBE,Primary and associative visual cortex.,Neuroanatomy
OLFACTORY BULB,Smelly stinker,Neuroanatomy
OLFACTORY TRACT,Smelly stinker connector,Neuroanatomy
,,
PARAHIPPOCAMPAL GYRUS,Recognizable CNS structure with specific function.,Neuroanatomy
PARIETAL LOBE,Somatosensory integration and spatial attention.,Neuroanatomy
,,
PINEAL GLAND,Melatonin secretion; circadian regulation.,Neuroanatomy
,,
,,
,,
PRECENTRAL GYRUS,Primary motor cortex; contralateral body control.,Neuroanatomy
PREMOTOR CORTEX,Motor planning anterior to M1.,Neuroanatomy
PURKINJE CELLS,Cerebellar output inhibitory neurons.,Neuroanatomy
RED NUCLEUS,Midbrain structure; rubrospinal connections; limb flexion facilitation.,Neuroanatomy
SPINAL TRIGEMINAL NUCLEUS,Pain/temp from face.,Neuroanatomy
,,
STRAIGHT SINUS,The straightest sinus,Neuroanatomy
SUBSTANTIA NIGRA,Dopaminergic nucleus depleted in Parkinson disease.,Neuroanatomy
,,
SUBTHALAMIC NUCLEUS,Lesion causes hemiballismus.,Neuroanatomy
SUPERIOR COLLICULUS,Midbrain visual orienting and saccade control.,Neuroanatomy
,,
SUPERIOR SAGITTAL SINUS,Recognizable CNS structure with specific function.,Neuroanatomy
SUPERIOR SALIVATORY NUCLEUS,Parasympathetic to lacrimal/submandibular.,Neuroanatomy
SUPPLEMENTARY MOTOR AREA,Sequence initiation and bimanual coordination.,Neuroanatomy
,,
TEMPORAL LOBE,"Auditory processing, memory, language comprehension.",Neuroanatomy
TENTORIUM CEREBELLI,Dural fold separating cerebrum from cerebellum.,Neuroanatomy
THALAMUS,Relay for sensory and motor signals to cortex.,Neuroanatomy
TRANSVERSE SINUS,Recognizable CNS structure with specific function.,Neuroanatomy
UNCINATE FASCICULUS,Frontotemporal white matter tract; emotional memory.,Neuroanatomy
UNCUS,Herination warning,Neuroanatomy
VEIN OF GALEN,Aneurysmal pathologically in babies,Neuroanatomy
,,
,,
VENTRAL POSTEROLATERAL NUCLEUS,Somatosensory from body to cortex.,Neuroanatomy
VENTRAL POSTEROMEDIAL NUCLEUS,Somatosensory from face to cortex.,Neuroanatomy
,,
BRAIN DEATH,Irreversible cessation of brain function; formal criteria.,Neurocritical
,,
DECEREBRATE,Extensor posturing from lower brainstem dysfunction.,Neurocritical
,,
,,
DECORTICATE,Flexor posturing from lesions rostral to red nucleus.,Neurocritical
,,
,,
,,
HERNIATION,Brain shift causing pupillary changes and posturing.,Neurocritical
SUBFALCINE HERNIATION,ACA infarction from pericallosal compression.,Neurocritical
TONSILLAR HERNIATION,"Respiratory arrest, bradycardia, HTN.",Neurocritical
UNCAL HERNIATION,"CN III palsy, hemiparesis, coma.",Neurocritical
HYDROCEPHALUS,Enlarged ventricles from CSF flow or absorption failure.,Neurocritical
,,
,,
,,
INTRACRANIAL HYPERTENSION,Elevated ICP threatening herniation; treat urgently.,Neurocritical
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
STATUS EPILEPTICUS,Seizure activity lasting >5 minutes or recurrent without recovery.,Neurocritical
,,
,,
,,
,,
,,
,,
,,
AMYOTROPHIC LATERAL SCLEROSIS,Mixed UMN and LMN signs with progressive weakness.,Neuromuscular
,,
AUTONOMIC NEUROPATHY,"Orthostasis, GI dysmotility, anhidrosis.",Neuromuscular
,,
CARPAL TUNNEL,"Median neuropathy with nocturnal paresthesias, thenar weakness.",Neuromuscular
,,
CHARCOT MARIE TOOTH,Hereditary demyelinating neuropathy; pes cavus.,Neuromuscular
CHRONIC INFLAMMATORY DEMYELINATING POLYNEUROPATHY,Progressive demyelinating neuropathy over 8+ weeks.,Neuromuscular
,,
DERMATOMYOSITIS,Heliotrope rash and proximal weakness; malignancy risk.,Neuromuscular
DISTAL MYOPATHY WELANDER,Distal finger extensor weakness.,Neuromuscular
EMERY DREIFUSS DYSTROPHY,Early contractures and cardiomyopathy.,Neuromuscular
FACIOSCAPULOHUMERAL DYSTROPHY,"Scapular winging, facial weakness; autosomal dominant.",Neuromuscular
GANGLIOSIDE ANTIBODIES,"GM1/2, GD1a/b in immune neuropathies.",Neuromuscular
GUILLAIN BARRE,Acute inflammatory demyelinating polyneuropathy; areflexia.,Neuromuscular
,,
,,
LAMBERT EATON,Presynaptic calcium channel antibodies; improves with exercise.,Neuromuscular
,,
,,
,,
MYASTHENIA,Autoimmune NMJ disease with fatigable weakness; AChR antibodies.,Neuromuscular
,,
MYOTONIC DYSTROPHY,"Distal weakness, cataracts, myotonia; CTG repeats.",Neuromuscular
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
SPINAL MUSCULAR ATROPHY,Genetic anterior horn cell degeneration; SMN1 deletion.,Neuromuscular
,,
,,
,,
ASTROCYTOMA,Glial neoplasm graded by IDH and histology.,Oncology
,,
,,
,,
,,
CRANIOPHARYNGIOMA,Suprasellar cystic mass; calcifications; endocrine issues.,Oncology
,,
,,
EPENDYMOMA,Intraventricular tumor; can seed CSF pathways.,Oncology
,,
,,
,,
GLIOBLASTOMA,High-grade astrocytoma with ring enhancement and necrosis.,Oncology
HEMANGIOBLASTOMA,Highly vascular posterior fossa tumor; VHL association.,Oncology
,,
MEDULLOBLASTOMA,Embryonal posterior fossa tumor in children.,Oncology
,,
,,
,,
,,
,,
,,
,,
OLIGODENDROGLIOMA,"IDH-mutant, 1p/19q-codeleted oligodendroglial tumor.",Oncology
,,
,,
PINEALOMA,Dorsal midbrain tumor; Parinaud syndrome possible.,Oncology
,,
,,
PITUITARY ADENOMA,Endocrine or mass-effect symptoms; bitemporal hemianopia.,Oncology
,,
,,
,,
SCHWANNOMA,Peripheral nerve sheath tumor; vestibular in NF2.,Oncology
,,
,,
AMANTADINE,NMDA modulation; helps dyskinesias and fatigue.,Pharmacology
AMITRIPTYLINE,Neurologically relevant medication with key indications/risks.,Pharmacology
ASPIRIN,COX inhibitor antiplatelet; GI bleeding risk.,Pharmacology
BACLOFEN,Neurologically relevant medication with key indications/risks.,Pharmacology
BENZTROPINE,Anticholinergic helpful for tremor in Parkinson disease.,Pharmacology
,,
,,
CARBAMAZEPINE,Focal-predominant antiseizure; hyponatremia risk.,Pharmacology
CARBIDOPA LEVODOPA,Neurologically relevant medication with key indications/risks.,Pharmacology
,,
,,
,,
CLONAZEPAM,Neurologically relevant medication with key indications/risks.,Pharmacology
,,
DANTROLENE,Neurologically relevant medication with key indications/risks.,Pharmacology
DEUTETRABENAZINE,Neurologically relevant medication with key indications/risks.,Pharmacology
,,
DIAZEPAM,Neurologically relevant medication with key indications/risks.,Pharmacology
DIMETHYL FUMARATE,"Flushing, lymphopenia, PML risk.",Pharmacology
DIPHENHYDRAMINE,Antihistamine; adjunct for migraine cocktail.,Pharmacology
DULOXETINE,Neurologically relevant medication with key indications/risks.,Pharmacology
,,
,,
ENTACAPONE,COMT inhibitor extending levodopa effect.,Pharmacology
ERENUMAB,CGRP monoclonal for prevention.,Pharmacology
,,
ETHOSUXIMIDE,Neurologically relevant medication with key indications/risks.,Pharmacology
,,
,,
,,
GABAPENTIN,Neurologically relevant medication with key indications/risks.,Pharmacology
,,
,,
IVIG,"Immunotherapy for GBS, MG exacerbations.",Pharmacology
,,
,,
,,
,,
LEVETIRACETAM,Broad-spectrum antiseizure; irritability common.,Pharmacology
LEVODOPA,Dopamine precursor for Parkinson disease; motor fluctuations.,Pharmacology
LORAZEPAM,Fast acting benzo,Pharmacology
MIDAZOLAM,Infusable benzo,Pharmacology
NALOXONE,Opioid reversal; precipitates withdrawal.,Pharmacology
NALTREXONE,Opioid antagonist for dependence; hepatotoxicity risk.,Pharmacology
,,
,,
NORTRIPTYLINE,Neurologically relevant medication with key indications/risks.,Pharmacology
,,
,,
,,
,,
,,
,,
PHENYTOIN,"Nonlinear kinetics; ataxia, nystagmus at high levels.",Pharmacology
,,
,,
,,
,,
,,
RASAGILINE,Neurologically relevant medication with key indications/risks.,Pharmacology
RITUXIMAB,"CD20 monoclonal for NMOSD, autoimmune encephalitis.",Pharmacology
ROPINIROLE,Dopamine agonist; impulse control risk.,Pharmacology
ROTIGOTINE,Neurologically relevant medication with key indications/risks.,Pharmacology
,,
,,
,,
,,
TETRABENAZINE,Neurologically relevant medication with key indications/risks.,Pharmacology
,,
TICAGRELOR,P2Y12 inhibitor; dyspnea side effect.,Pharmacology
,,
TOPIRAMATE,Word-finding difficulty; kidney stones; weight loss.,Pharmacology
TRIPTANS,5-HT1B/1D agonists; vasoconstriction caution.,Pharmacology
VALPROATE,Broad-spectrum antiseizure; teratogenic; hepatotoxicity risk.,Pharmacology
,,
,,
,,
,,
ACA INFARCT,"Abulia, leg-predominant weakness, urinary incontinence.",Vascular
AICA STROKE,"Ipsilateral deafness, facial weakness, ataxia.",Vascular
,,
,,
ARTERIOVENOUS MALFORMATION,Tangled high-flow shunt causing headache or hemorrhage.,Vascular
,,
,,
,,
,,
BERRY ANEURYSM,Saccular aneurysm causing subarachnoid hemorrhage.,Vascular
CAROTID ARTERY DISSECTION,Horner syndrome and anterior circulation TIA/stroke.,Vascular
,,
,,
,,
CAVERNOUS MALFORMATION,Low-flow vascular lesion with hemosiderin rim on MRI.,Vascular
CAVERNOUS SINUS THROMBOSIS,"Ophthalmoplegia, chemosis, fever; septic source.",Vascular
CENTRAL RETINAL ARTERY OCCLUSION,Painless monocular vision loss; cherry-red spot.,Vascular
CEREBRAL AMYLOID ANGIOPATHY,Lobar hemorrhage; microbleeds on GRE/SWI.,Vascular
,,
,,
CHARCOT BOUCHARD ANEURYSMS,Microaneurysms causing hypertensive hemorrhage.,Vascular
,,
,,
,,
EPIDURAL HEMATOMA,Lucid interval; lens-shaped bleed; middle meningeal artery.,Vascular
,,
,,
,,
INTRACEREBRAL HEMORRHAGE,"Hypertensive deep bleeds: basal ganglia, thalamus.",Vascular
LACUNAR STROKE,Small deep infarct from lipohyalinosis; pure syndromes.,Vascular
,,
LENTICULOSTRIATE ,Pure motor/sensory stroke perforators.,Vascular
LOBAR HEMORRHAGE,Amyloid angiopathy in elderly; recurrent lobar bleeds.,Vascular
MIDDLE MENINGEAL ARTERY,Epidural hematoma with lens-shaped bleed.,Vascular
,,
,,
PICA STROKE,"Dysphagia, hiccups, ataxia; lateral medulla.",Vascular
,,
,,
,,
SCA STROKE,"Ipsilateral limb ataxia, dysarthria.",Vascular
SUBARACHNOID HEMORRHAGE,Thunderclap headache from ruptured aneurysm.,Vascular
SUBDURAL HEMATOMA,Bridging vein bleed; crescentic; fluctuating deficits.,Vascular
,,
,,
WATERSHED INFARCTION,Borderzone strokes from hypoperfusion.,Vascular
