date,category,item1,item2,item3,item4,difficulty,url1,url2,url3,url4,author
NeuroPharm5,ANTIPSYCHOTIC MEDICATIONS,ARIPIPRAZOLE,CLOZAPINE,HALOPERIDOL,RISPERIDONE,,,,,,
NeuroPharm6,OPIOID ANALGESICS,FENTANYL,HYDROMORPHONE,MORPHINE,OXYCODONE,,,,,,
NeuroPharm6,MEDICATIONS FOR OPIOID USE DISORDER,BUPRENORPHINE,METHADONE,NALOXONE,NALTREXONE,,,,,,
NeuroPharm6,SODIUM CHANNEL BLOCKING ANTIEPILEPTIC DRUGS,CARBAMAZEPINE,LAMOTRIGINE,PHENYTOIN,TOPIRAMATE,,,,,,
NeuroPharm6,NON-SODIUM CHANNEL ANTISEIZURE MEDICATIONS,ETHOSUXIMIDE,LEVETIRACETAM,LORAZEPAM,PHENOBARBITAL,,,,,,
NeuroPharm7,MEDICATIONS USED IN MIGRAINE TREATMENT,PROPRANOLOL,RIZATRIPTAN,SUMATRIPTAN,TOPIRAMATE,,,,,,
NeuroPharm7,MEDICATIONS USED IN MULTIPLE SCLEROSIS,DIMETHYL-FUMARATE,METHYLPREDNISOLONE,NATALIZUMAB,PREDNISONE,,,,,,
NeuroPharm7,MEDICATIONS FOR NEUROPATHIC PAIN,AMITRIPTYLINE,DULOXETINE,GABAPENTIN,PREGABALIN,,,,,,
NeuroPharm7,MEDICATIONS USED IN GLAUCOMA,ACETAZOLAMIDE,LATANOPROST,PILOCARPINE,TIMOLOL,,,,,,
NeuroPharm8,MEDICATIONS FOR RESTLESS LEGS SYNDROME (RLS),FERROUS-SULFATE,GABAPENTIN,PRAMIPEXOLE,ROPINIROLE,,,,,,
NeuroPharm8,SODIUM CHANNEL ANTI-SEIZURE MEDICATIONS,CARBAMAZEPINE,LAMOTRIGINE,PHENYTOIN,VALPROATE,,,,,,
NeuroPharm8,MEDICATIONS USED IN MYASTHENIA GRAVIS,AZATHIOPRINE,MYCOPHENOLATE-MOFETIL,PREDNISONE,PYRIDOSTIGMINE,,,,,,
NeuroPharm8,ALPHA-2 ADRENERGIC AGONISTS,BRIMONIDINE,CLONIDINE,GUANFACINE,TIZANIDINE,,,,,,
NeuroPharm9,MEDICATIONS FOR SLEEP DISORDERS,AMITRIPTYLINE,CLONAZEPAM,TRAZODONE,ZOLPIDEM,,,,,,
NeuroPharm9,MEDICATIONS FOR DYSAUTONOMIA,BOTULINUM-TOXIN,DROXIDOPA,FLUDROCORTISONE,MIDODRINE,,,,,,
NeuroPharm9,TERATOGENIC ANTISEIZURE MEDICATIONS,CARBAMAZEPINE,LAMOTRIGINE,PHENYTOIN,VALPROATE,,,,,,
NeuroPharm9,MEDICATIONS FOR PARKINSON'S DISEASE - DOPAMINE,LEVODOPA/CARBIDOPA,PRAMIPEXOLE,ROPINIROLE,SELEGILINE,,,,,,
NeuroPharm10,ANTI-MIGRAINE MEDICATIONS,PROPRANOLOL,RIMEGEPANT,SUMATRIPTAN,TOPIRAMATE,,,,,,
NeuroPharm10,MEDICATIONS FOR MYASTHENIA GRAVIS,AZATHIOPRINE,ECULIZUMAB,PREDNISONE,PYRIDOSTIGMINE,,,,,,
NeuroPharm10,MEDICATIONS FOR PARKINSON'S DISEASE,AMANTADINE,LEVODOPA/CARBIDOPA,PRAMIPEXOLE,SELEGILINE,,,,,,
NeuroPharm10,MEDICATIONS FOR ALZHEIMER'S DISEASE,DONEPEZIL,LECANEMAB,MEMANTINE,RIVASTIGMINE,,,,,,
NeuroPharm11,LONG-ACTING BENZODIAZEPINES,DIAZEPAM,LORAZEPAM,CLONAZEPAM,ALPRAZOLAM,,,,,,
NeuroPharm11,MEDICATIONS FOR NEUROPATHIC PAIN,PREGABALIN,DULOXETINE,AMITRIPTYLINE,NORTRIPTYLINE,,,,,,
NeuroPharm11,NON-BENZODIAZEPINE SEDATIVE-HYPNOTICS,ZALEPLON,ZOLPIDEM,ESZOPICLONE,SUVOREXANT,,,,,,
NeuroPharm11,MUSCLE RELAXANTS,BACLOFEN,TIZANIDINE,CYCLOBENZAPRINE,DANTROLENE,,,,,,
NeuroPharm12,MEDICATIONS FOR INSOMNIA,SUVOREXANT,DARIDOREXANT,RAMELTEON,ZOLPIDEM,,,,,,
NeuroPharm12,CGRP-TARGETED THERAPIES FOR MIGRAINE,GALCANEZUMAB,FREMANEZUMAB,ERENUMAB,RIMEGEPANT,,,,,,
NeuroPharm12,CALCIUM CHANNEL-MODULATING ANTISEIZURE MEDICATIONS,ETHOSUXIMIDE,ZONISAMIDE,GABAPENTIN,PREGABALIN,,,,,,
NeuroPharm12,VOLTAGE-GATED SODIUM CHANNEL BLOCKERS,CARBAMAZEPINE,LAMOTRIGINE,TOPIRAMATE,LIDOCAINE,,,,,,
NeuroPharm13,MEDICATIONS USED FOR PTSD,CLONIDINE,PROPRANOLOL,PRAZOSIN,FLUOXETINE,,,,,,
NeuroPharm13,HALOGENATED VOLATILE GENERAL ANESTHETICS,DESFLURANE,SEVOFLURANE,ISOFLURANE,ENFLURANE,,,,,,
NeuroPharm13,ANTISEIZURE MEDICATIONS,VALPROATE,LAMOTRIGINE,LEVETIRACETAM,TOPIRAMATE,,,,,,
NeuroPharm13,ATYPICAL ANTIPSYCHOTIC MEDICATIONS,CLOZAPINE,OLANZAPINE,QUETIAPINE,ZIPRASIDONE,,,,,,
NeuroPharm14,NON-STIMULANT MEDICATIONS FOR ADHD,ATOMOXETINE,GUANFACINE,CLONIDINE,BUPROPION,,,,,,
NeuroPharm14,MEDICATIONS USED IN NARCOLEPSY,MODAFINIL,ARMODAFINIL,SODIUM OXYBATE,PITOLISANT,,,,,,
NeuroPharm14,NON-BENZODIAZEPINE ANXIOLYTICS,BUSPIRONE,HYDROXYZINE,PROPRANOLOL,GABAPENTIN,,,,,,
NeuroPharm14,ATYPICAL ANTIPSYCHOTIC MEDICATIONS,CLOZAPINE,OLANZAPINE,QUETIAPINE,ZIPRASIDONE,,,,,,
NeuroPharm15,COGNITIVE ENHANCERS USED IN ALZHEIMER'S DISEASE,DONEPEZIL,RIVASTIGMINE,GALANTAMINE,MEMANTINE,,,,,,
NeuroPharm15,MEDICATION TO PREVENT MIGRAINE,VERAPAMIL,AMITRIPTYLINE,TOPIRAMATE,GALCANEZUMAB,,,,,,
NeuroPharm15,ATYPICAL OR MIXED-ACTION OPIOID ANALGESICS,BUPRENORPHINE,BUTORPHANOL,TRAMADOL,TAPENTADOL,,,,,,
NeuroPharm15,ANTIPLATELETS FOR STROKE PREVENTION,ASPIRIN,CLOPIDOGREL,CILOSTAZOL,TICAGRELOR,,,,,,
NeuroPharm16,HEMOSTATIC AGENTS USED FOR FACTOR XA INHIBITOR BLEEDING,4-FACTOR-PROTHROMBIN-COMPLEX-CONCENTRATE,ACTIVATED-PROTHROMBIN-COMPLEX-CONCENTRATE,RECOMBINANT-FACTOR-VIIA,TRANEXAMIC-ACID,,,,,,
NeuroPharm16,TOXICOLOGY ANTIDOTES,FOMEPIZOLE,N-ACETYLCYSTEINE,FLUMAZENIL,PRALIDOXIME,,,,,,
NeuroPharm16,THERAPIES FOR ATTR AMYLOIDOSIS WITH POLYNEUROPATHY,PATISIRAN,VUTRISIRAN,INOTERSEN,EPLONTERSEN,,,,,,
NeuroPharm16,NEWER THERAPIES FOR GENERALIZED MYASTHENIA GRAVIS,RAVULIZUMAB,EFGARTIGIMOD,ROZANOLIXIZUMAB,ZILUCOPLAN,,,,,,
NeuroPharm17,DECOPPERING THERAPIES FOR WILSON DISEASE,PENICILLAMINE,TRIENTINE,ZINC-ACETATE,TETRATHIOMOLYBDATE,,,,,,
NeuroPharm17,SPHINGOSINE-1-PHOSPHATE RECEPTOR MODULATORS,FINGOLIMOD,SIPONIMOD,OZANIMOD,PONESIMOD,,,,,,
NeuroPharm17,DRAVET SYNDROME ANTISEIZURE THERAPIES,STIRIPENTOL,FENFLURAMINE,CANNABIDIOL,CLOBAZAM,,,,,,
NeuroPharm17,NONDEPOLARIZING NEUROMUSCULAR BLOCKING AGENTS,ATRACURIUM,CISATRACURIUM,MIVACURIUM,TUBOCURARINE,,,,,,
NeuroPharm18,PARKINSON DISEASE ADJUNCT THERAPIES,ENTACAPONE,OPICAPONE,ISTRADEFYLLINE,SAFINAMIDE,,,,,,
NeuroPharm18,CHEMOTHERAPIES ASSOCIATED WITH NEUROTOXICITY,VINCRISTINE,CISPLATIN,IFOSFAMIDE,METHOTREXATE,,,,,,
NeuroPharm18,ORAL IMMUNOSUPPRESSANTS IN NEUROIMMUNOLOGY,TACROLIMUS,CYCLOSPORINE,LEFLUNOMIDE,TOFACITINIB,,,,,,
NeuroPharm18,CHELATORS & BINDERS FOR TOXIC EXPOSURES,SUCCIMER,DIMERCAPROL,DEFEROXAMINE,PRUSSIAN-BLUE,,,,,,
NeuroPharm19,ORAL ANTICOAGULANTS,RIVAROXABAN,APIXABAN,DABIGATRAN,WARFARIN,,,,,,
NeuroPharm19,PHARM OPTIONS FOR NEUROPATHIC PAIN,OXCARBAZEPINE,MEXILETINE,CAPSAICIN,KETAMINE,,,,,,
NeuroPharm19,FIRST-LINE TUBERCULOSIS THERAPIES,RIFAMPIN,ISONIAZID,PYRAZINAMIDE,ETHAMBUTOL,,,,,,
NeuroPharm19,MULTIPLE SCLEROSIS ORAL & MONOCLONAL DMTS,OFATUMUMAB,ALEMTUZUMAB,CLADRIBINE,TERIFLUNOMIDE,,,,,,
NeuroPharm20,AUTOIMMUNE ENCEPHALITIS IMMUNOTHERAPY OPTIONS,IVIG,PLASMA-EXCHANGE,RITUXIMAB,CYCLOPHOSPHAMIDE,,,,,,
NeuroPharm20,ANTIVIRALS FOR HERPESVIRUS CNS INFECTIONS,ACYCLOVIR,VALACYCLOVIR,GANCICLOVIR,FOSCARNET,,,,,,
NeuroPharm20,NEUROSYPHILIS THERAPY OPTIONS,AQUEOUS-PENICILLIN-G,PROCAINE-PENICILLIN,CEFTRIAXONE,DOXYCYCLINE,,,,,,
NeuroPharm20,ALKYLATING & NITROSOUREA CHEMOTHERAPIES IN NEURO-ONCOLOGY,TEMOZOLOMIDE,LOMUSTINE,CARMUSTINE,PROCARBAZINE,,,,,,
