date,category,item1,item2,item3,item4,difficulty,url1,url2,url3,url4,author
EndoPharm21,ADRENAL INSUFFICIENCY: REPLACEMENT,HYDROCORTISONE,PREDNISONE,FLUDROCORTISONE,DEXAMETHASONE,STEP1,,,,,
EndoPharm22,ADRENAL CRISIS (ACUTE),HYDROCORTISONE IV,NORMAL SALINE,DEXTROSE,NOREPINEPHRINE,STEP1,,,,,
EndoPharm23,CUSHING SYNDROME: MEDICAL THERAPIES (SELECT),KETOCONAZOLE,METYRAPONE,OSILODROSTAT,MIFEPRISTONE,STEP1,,,,,
EndoPharm24,PRIMARY HYPERALDOSTERONISM,SPIRONOLACTONE,EPLERENONE,AMLODIPINE,LOSARTAN,STEP1,,,,,
EndoPharm25,PHEOCHROMOCYTOMA PREOP (SELECT),PHENOXYBENZAMINE,DOXAZOSIN,PROPRANOLOL,METYROSINE,STEP1,,,,,
EndoPharm26,DIABETES INSIPIDUS: CENTRAL,DESMOPRESSIN,VASOPRESSIN,CHLORPROPAMIDE,HYDROCHLOROTHIAZIDE,STEP1,,,,,
EndoPharm27,DIABETES INSIPIDUS: NEPHROGENIC,HYDROCHLOROTHIAZIDE,AMILORIDE,INDOMETHACIN,DESMOPRESSIN,STEP1,,,,,
EndoPharm28,SIADH: SELECT THERAPIES,FLUID RESTRICTION,TOLVAPTAN,CONIVAPTAN,HYPERTONIC SALINE,STEP1,,,,,
EndoPharm29,ACROMEGALY: MEDICAL THERAPIES (SELECT),OCTREOTIDE,LANREOTIDE,PEGVISOMANT,CABERGOLINE,STEP1,,,,,
EndoPharm30,PROLACTINOMA: DOPAMINE AGONISTS,CABERGOLINE,BROMOCRIPTINE,OCTREOTIDE,SURGERY (CONTEXT),STEP1,,,,,
EndoPharm31,GROWTH HORMONE DEFICIENCY,SOMATROPIN,MECASERMIN,LEVOTHYROXINE,HYDROCORTISONE,STEP1,,,,,
EndoPharm32,OSTEOPOROSIS: BISPHOSPHONATES,ALENDRONATE,RISEDRONATE,IBANDRONATE,ZOLEDRONIC ACID,STEP1,,,,,
EndoPharm33,OSTEOPOROSIS: RANKL / ANABOLICS,DENOSUMAB,TERIPARATIDE,ABALOPARATIDE,ROMOSOZUMAB,STEP1,,,,,
EndoPharm34,HYPERCALCEMIA (SELECT),IV FLUIDS,CALCITONIN,BISPHOSPHONATE,DENOSUMAB,STEP1,,,,,
EndoPharm35,HYPOCALCEMIA / HYPOPARATHYROIDISM,CALCIUM GLUCONATE,CALCIUM CARBONATE,CALCITRIOL,MAGNESIUM,STEP1,,,,,
EndoPharm36,VITAMIN D FORMS,CHOLECALCIFEROL,ERGOCALCIFEROL,CALCITRIOL,ALFACALCIDOL,STEP1,,,,,
EndoPharm37,FAMILIAL HYPERCHOLESTEROLEMIA (SELECT),ATORVASTATIN,EZETIMIBE,EVOLOCUMAB,BEMPEDOIC ACID,STEP1,,,,,
EndoPharm38,WEIGHT MANAGEMENT (SELECT),SEMAGLUTIDE (OBESITY),TIRZEPATIDE (OBESITY),PHENTERMINE/TOPIRAMATE,NALTREXONE/BUPROPION,STEP1,,,,,
EndoPharm39,HYPERTRIGLYCERIDEMIA (SELECT),FENOFIBRATE,ICOSAPENT ETHYL,OMEGA-3 FATTY ACIDS,ATORVASTATIN,STEP1,,,,,
EndoPharm40,THYROID CANCER: TSH SUPPRESSION,LEVOTHYROXINE,LIOTHYRONINE,METOPROLOL,IODINE (ABLATION),STEP1,,,,,
EndoPharm41,CONTRAST THYROTOXICOSIS PREVENTION (SELECT),METHIMAZOLE,POTASSIUM PERCHLORATE,METOPROLOL,GLUCOCORTICOID,STEP1,,,,,
EndoPharm42,PCOS: METABOLIC & HIRSUTISM (SELECT),METFORMIN,COMBINED OCP,SPIRONOLACTONE,LETROZOLE,STEP1,,,,,
EndoPharm43,THYROID NODULE SYMPTOM CONTROL (SELECT),METOPROLOL,METHIMAZOLE,LEVOTHYROXINE,IODINE,STEP1,,,,,
EndoPharm44,DIABETES: CARDIO-RENAL BENEFIT CLASSES,EMPAGLIFLOZIN,SEMAGLUTIDE,LISINOPRIL,ATORVASTATIN,STEP1,,,,,
EndoPharm45,ENDO EMERGENCIES QUICK MIX,INSULIN REGULAR,GLUCAGON,HYDROCORTISONE,DESMOPRESSIN,STEP1,,,,,
