date,category,item1,item2,item3,item4,difficulty,url1,url2,url3,url4,author
RenalPharm14,SECONDARY HYPERPARATHYROIDISM (CKD): CALCIMIMETICS,CINACALCET,ETELCALCETIDE,CALCITRIOL,SEVELAMER,STEP1,,,,,
RenalPharm15,ANEMIA OF CKD: ERYTHROPOIESIS-STIMULATING AGENTS,EPOETIN ALFA,DARBEPOETIN ALFA,METHOXY PEG-EPOETIN BETA,IRON SUCROSE,STEP1,,,,,
RenalPharm16,ANEMIA OF CKD: IV IRON (COMMON),IRON SUCROSE,FERRIC GLUCONATE,FERRIC CARBOXYMALTOSE,FERUMOXYTOL,STEP1,,,,,
RenalPharm17,ANEMIA OF CKD: ORAL IRON,FERROUS SULFATE,FERROUS GLUCONATE,FERROUS FUMARATE,POLYSACCHARIDE IRON COMPLEX,STEP1,,,,,
RenalPharm18,HYPONATREMIA: VASOPRESSIN ANTAGONISTS (VAPTANS),TOLVAPTAN,CONIVAPTAN,HYPERTONIC SALINE,FUROSEMIDE,STEP1,,,,,
RenalPharm19,AUTOSOMAL DOMINANT POLYCYSTIC KIDNEY DISEASE (ADPKD),TOLVAPTAN,LISINOPRIL,LOSARTAN,FUROSEMIDE,STEP1,,,,,
RenalPharm20,URIC ACID LOWERING (CKD/NEPHROLITHIASIS CONTEXT),ALLOPURINOL,FEBUXOSTAT,PROBENECID,RASBURICASE,STEP1,,,,,
RenalPharm21,KIDNEY STONES: URINE ALKALINIZATION AGENTS,POTASSIUM CITRATE,SODIUM BICARBONATE,ACETAZOLAMIDE,THIAZIDES,STEP1,,,,,
RenalPharm22,KIDNEY STONES: THIAZIDES FOR HYPERCALCIURIA,CHLORTHALIDONE,HYDROCHLOROTHIAZIDE,INDAPAMIDE,POTASSIUM CITRATE,STEP1,,,,,
RenalPharm23,KIDNEY STONES: CYSTINURIA AGENTS,TIOLPROLINE,PENICILLAMINE,POTASSIUM CITRATE,SODIUM BICARBONATE,STEP1,,,,,
RenalPharm24,ACUTE TUBULAR NECROSIS / VOLUME MANAGEMENT (SELECT),FUROSEMIDE,BUMETANIDE,ALBUMIN,NOREPINEPHRINE,STEP1,,,,,
RenalPharm25,CONTRAST-ASSOCIATED AKI: PROPHYLAXIS (SELECT/CONTEXT),ISOTONIC SALINE,SODIUM BICARBONATE,N-ACETYLCYSTEINE,LOW-OSMOLAR CONTRAST,STEP1,,,,,
RenalPharm26,RAPIDLY PROGRESSIVE GN: INDUCTION IMMUNOSUPPRESSION (SELECT),METHYLPREDNISOLONE,CYCLOPHOSPHAMIDE,RITUXIMAB,PLASMAPHERESIS,STEP1,,,,,
RenalPharm27,LUPUS NEPHRITIS: INDUCTION OPTIONS,MYCOPHENOLATE MOFETIL,CYCLOPHOSPHAMIDE,GLUCOCORTICOIDS,VOCLOSPORIN,STEP1,,,,,
RenalPharm28,LUPUS NEPHRITIS: MAINTENANCE OPTIONS,MYCOPHENOLATE MOFETIL,AZATHIOPRINE,GLUCOCORTICOIDS,HYDROXYCHLOROQUINE,STEP1,,,,,
RenalPharm29,ANCA-ASSOCIATED VASCULITIS (RENAL): INDUCTION,RITUXIMAB,CYCLOPHOSPHAMIDE,GLUCOCORTICOIDS,AVACOPAN,STEP1,,,,,
RenalPharm30,IGA NEPHROPATHY: SUPPORTIVE/SELECT AGENTS,LISINOPRIL,LOSARTAN,EMPAGLIFLOZIN,GLUCOCORTICOIDS,STEP1,,,,,
RenalPharm31,NEPHROTIC SYNDROME: EDEMA/THROMBOSIS RISK (SELECT),FUROSEMIDE,ALBUMIN,LISINOPRIL,ANTICOAGULATION,STEP1,,,,,
RenalPharm32,KIDNEY TRANSPLANT: MAINTENANCE IMMUNOSUPPRESSION (COMMON),TACROLIMUS,MYCOPHENOLATE MOFETIL,PREDNISONE,SIROLIMUS,STEP1,,,,,
RenalPharm33,KIDNEY TRANSPLANT: CALCINEURIN INHIBITORS,TACROLIMUS,CYCLOSPORINE,SIROLIMUS,EVEROLIMUS,STEP1,,,,,
RenalPharm34,KIDNEY TRANSPLANT: ANTIPROLIFERATIVES,MYCOPHENOLATE MOFETIL,MYCOPHENOLIC ACID,AZATHIOPRINE,LEFLUNOMIDE,STEP1,,,,,
RenalPharm35,KIDNEY TRANSPLANT: INDUCTION THERAPY (SELECT),BASILIXIMAB,ANTITHYMOCYTE GLOBULIN,ALEMTUZUMAB,METHYLPREDNISOLONE,STEP1,,,,,
RenalPharm36,RENAL ARTERY STENOSIS/RENOVASCULAR HTN (SELECT MEDS),LISINOPRIL,LOSARTAN,AMLODIPINE,CHLORTHALIDONE,STEP1,,,,,
RenalPharm37,DIALYSIS: ANTICOAGULATION (SELECT),HEPARIN,CITRATE (REGIONAL),PROTAMINE,ALTEPLASE (CATHETER),STEP1,,,,,
RenalPharm38,DIALYSIS ACCESS: CATHETER DECLotting (SELECT),ALTEPLASE,UROKINASE,HEPARIN,SALINE FLUSH,STEP1,,,,,
RenalPharm39,UREMIC PRURITUS (SELECT OPTIONS),GABAPENTIN,PREGABALIN,DIFELIKEFALIN,EMOLLIENTS,STEP1,,,,,
RenalPharm40,CKD DYSLIPIDEMIA (COMMON),ATORVASTATIN,ROSUVASTATIN,EZETIMIBE,EVOLOCUMAB,STEP1,,,,,
RenalPharm41,ELECTROLYTE REPLETION: PHOSPHATE,SODIUM PHOSPHATE,POTASSIUM PHOSPHATE,NEUTRA-PHOS,IV PHOSPHATE,STEP1,,,,,
RenalPharm42,ELECTROLYTE REPLETION: MAGNESIUM,MAGNESIUM SULFATE,MAGNESIUM OXIDE,MAGNESIUM CHLORIDE,MAGNESIUM GLUCONATE,STEP1,,,,,
RenalPharm43,DIABETES MEDS COMMONLY RENAL-DOSED/AVOIDED (SELECT),METFORMIN,GLYBURIDE,SITAGLIPTIN,INSULIN GLARGINE,STEP1,,,,,
RenalPharm44,RENAL TOXINS: COMMON NEPHROTOXIC DRUG CLASSES,IBUPROFEN,GENTAMICIN,AMPHOTERICIN B,CISPLATIN,STEP1,,,,,
RenalPharm45,RARE/ADVANCED: UREMIC BLEEDING (SELECT),DESMOPRESSIN,CRYOPRECIPITATE,CONJUGATED ESTROGENS,DIALYSIS,STEP1,,,,,
