date,category,item1,item2,item3,item4,difficulty,url1,url2,url3,url4,author
GIPharm14,SBP PROPHYLAXIS (SELECT),NORFLOXACIN,CIPROFLOXACIN,TRIMETHOPRIM-SULFAMETHOXAZOLE,RIFAXIMIN,STEP1,,,,,
GIPharm15,HEPATORENAL SYNDROME (SELECT AGENTS),ALBUMIN,TERLIPRESSIN,NOREPINEPHRINE,MIDODRINE,STEP1,,,,,
GIPharm16,PRURITUS IN CHOLESTASIS (SELECT),CHOLESTYRAMINE,RIFAMPIN,NALTREXONE,SERTRALINE,STEP1,,,,,
GIPharm17,URSO-THERAPY FOR CHOLESTASIS/GALLSTONES (SELECT),URSODIOL,CHENODIOL,CHOLESTYRAMINE,RIFAMPIN,STEP1,,,,,
GIPharm18,ANTIEMETICS: 5-HT3 ANTAGONISTS,ONDANSETRON,GRANISETRON,PALONOSETRON,DOLASETRON,STEP1,,,,,
GIPharm19,ANTIEMETICS: DOPAMINE ANTAGONISTS,METOCLOPRAMIDE,PROCHLORPERAZINE,PROMETHAZINE,DROPERIDOL,STEP1,,,,,
GIPharm20,ANTIEMETICS: NK1 ANTAGONISTS & OTHERS,APREPITANT,FOSAPREPITANT,SCOPOLAMINE,DEXAMETHASONE,STEP1,,,,,
GIPharm21,PROKINETICS (GASTROPARESIS),METOCLOPRAMIDE,ERYTHROMYCIN,DOMPERIDONE,PRUCALOPRIDE,STEP1,,,,,
GIPharm22,IBS-C / CHRONIC CONSTIPATION (SECRETAGOGUES),LINACLOTIDE,PLECANATIDE,LUBIPROSTONE,TENAPANOR,STEP1,,,,,
GIPharm23,LAXATIVES: OSMOTIC,POLYETHYLENE GLYCOL,LACTULOSE,MAGNESIUM CITRATE,SORBITOL,STEP1,,,,,
GIPharm24,LAXATIVES: STIMULANT,SENNA,BISACODYL,CASTOR OIL,SODIUM PICOSULFATE,STEP1,,,,,
GIPharm25,LAXATIVES: STOOL SOFTENERS & BULK,DOCUSATE,PSYLLIUM,METHYLCELLULOSE,CALCIUM POLYCARBOPHIL,STEP1,,,,,
GIPharm26,OPIOID-INDUCED CONSTIPATION (PAMORAS),NALOXEGOL,METHYLNALTREXONE,NALDEMEDINE,LUBIPROSTONE,STEP1,,,,,
GIPharm27,DIARRHEA: ANTIMOTILITY/ADSORBENTS,LOPERAMIDE,DIPHENOXYLATE-ATROPINE,BISMUTH SUBSALICYLATE,KAOLIN-PECTIN,STEP1,,,,,
GIPharm28,BILE ACID DIARRHEA (SELECT),CHOLESTYRAMINE,COLESTIPOL,COLESEVELAM,RIFAXIMIN,STEP1,,,,,
GIPharm29,C. DIFFICILE INFECTION (CDI) THERAPY,VANCOMYCIN (PO),FIDAXOMICIN,METRONIDAZOLE,BEZLOTOXUMAB,STEP1,,,,,
GIPharm30,HELMINTH/PROTOZOA (SELECT GI AGENTS),ALBENDAZOLE,MEBENDAZOLE,METRONIDAZOLE,NITAZOXANIDE,STEP1,,,,,
GIPharm31,IBD: 5-ASA AGENTS,MESALAMINE,SULFASALAZINE,OLSALAZINE,BALSALAZIDE,STEP1,,,,,
GIPharm32,IBD: CORTICOSTEROIDS (SELECT),PREDNISONE,BUDESONIDE,METHYLPREDNISOLONE,HYDROCORTISONE,STEP1,,,,,
GIPharm33,IBD: THIOPURINES & ANTIFOLATE,AZATHIOPRINE,6-MERCAPTOPURINE,METHOTREXATE,MYCOPHENOLATE MOFETIL,STEP1,,,,,
GIPharm34,IBD: ANTI-TNF BIOLOGICS,INFLIXIMAB,ADALIMUMAB,CERTOLIZUMAB,GOLIMUMAB,STEP1,,,,,
GIPharm35,IBD: ANTI-INTEGRIN / ANTI-IL12/23,VEDOLIZUMAB,NATALIZUMAB,USTEKINUMAB,RISANKIZUMAB,STEP1,,,,,
GIPharm36,IBD: JAK INHIBITORS & S1P MODULATOR (SELECT),TOFACITINIB,UPADACITINIB,FILGOTINIB,OZANIMOD,STEP1,,,,,
GIPharm37,ACUTE PANCREATITIS: SUPPORTIVE MEDS (SELECT),LACTATED RINGERS,MORPHINE,ONDANSETRON,OMEPRAZOLE,STEP1,,,,,
GIPharm38,EXOCRINE PANCREATIC INSUFFICIENCY,PANCRELIPASE,FAT-SOLUBLE VITAMINS,OMEPRAZOLE,FAMOTIDINE,STEP1,,,,,
GIPharm39,GI SPASM/ANTISPASMODICS (SELECT),DICYCLOMINE,HYOSCYAMINE,PEPPERMINT OIL,SIMETHICONE,STEP1,,,,,
GIPharm40,SIBO/IBS-D: RIFAXIMIN & SELECT ALTERNATIVES,RIFAXIMIN,METRONIDAZOLE,CIPROFLOXACIN,AMOXICILLIN-CLAVULANATE,STEP1,,,,,
GIPharm41,HEPATITIS B: COMMON ORAL ANTIVIRALS,TENOFOVIR,ENTECAVIR,TENOFOVIR ALAFENAMIDE,LAMIVUDINE,STEP1,,,,,
GIPharm42,HEPATITIS C: DIRECT-ACTING ANTIVIRAL (DAA) REGIMENS (SELECT),SOFOSBUVIR-VELPATASVIR,GLECAPREVIR-PIBRENTASVIR,SOFOSBUVIR-LEDIPASVIR,SOFOSBUVIR-VELPATASVIR-VOXILAPREVIR,STEP1,,,,,
GIPharm43,GI CANDIDIASIS/ESOPHAGITIS (SELECT),FLUCONAZOLE,ITRACONAZOLE,MICAFUNGIN,NYSTATIN,STEP1,,,,,
GIPharm44,APPETITE/WEIGHT: SELECT GI-RELATED AGENTS,METOCLOPRAMIDE,MIRTAZAPINE,MEGESTROL,DRONABINOL,STEP1,,,,,
GIPharm45,HEMORRHOIDS/ANAL FISSURE (SELECT TOPICALS),TOPICAL NITROGLYCERIN,DILTIAZEM (TOPICAL),LIDOCAINE (TOPICAL),HYDROCORTISONE (TOPICAL),STEP1,,,,,
