date,category,item1,item2,item3,item4,difficulty,url1,url2,url3,url4,author
RheumPharm24,POLYMYALGIA RHEUMATICA,PREDNISONE,METHOTREXATE,TOCILIZUMAB,CALCIUM/VITAMIN D,STEP1,,,,,
RheumPharm25,ANCA-ASSOCIATED VASCULITIS: INDUCTION,RITUXIMAB,CYCLOPHOSPHAMIDE,GLUCOCORTICOIDS,AVACOPAN,STEP1,,,,,
RheumPharm26,ANCA-ASSOCIATED VASCULITIS: MAINTENANCE,RITUXIMAB,AZATHIOPRINE,METHOTREXATE,MYCOPHENOLATE MOFETIL,STEP1,,,,,
RheumPharm27,TAKAYASU ARTERITIS (SELECT),GLUCOCORTICOIDS,TOCILIZUMAB,METHOTREXATE,AZATHIOPRINE,STEP1,,,,,
RheumPharm28,BEHCET DISEASE (SELECT),COLCHICINE,AZATHIOPRINE,INFLIXIMAB,APREMILAST,STEP1,,,,,
RheumPharm29,SYSTEMIC SCLEROSIS: ILD OPTIONS (SELECT),MYCOPHENOLATE MOFETIL,CYCLOPHOSPHAMIDE,NINTEDANIB,RITUXIMAB,STEP1,,,,,
RheumPharm30,SYSTEMIC SCLEROSIS: RAYNAUD/PULM HTN (SELECT),NIFEDIPINE,SILDENAFIL,BOSENTAN,ILOPROST,STEP1,,,,,
RheumPharm31,MYOSITIS (DERMATO-/POLYMYOSITIS),PREDNISONE,METHOTREXATE,AZATHIOPRINE,IVIG,STEP1,,,,,
RheumPharm32,RHEUMATOLOGY IMMUNOSUPPRESSANTS (MISC),AZATHIOPRINE,MYCOPHENOLATE MOFETIL,CYCLOSPORINE,TACROLIMUS,STEP1,,,,,
RheumPharm33,OSTEOPOROSIS: FIRST-LINE AGENTS,ALENDRONATE,RISEDRONATE,ZOLEDRONIC ACID,DENOSUMAB,STEP1,,,,,
RheumPharm34,OSTEOPOROSIS: ANABOLICS/OTHERS,TERIPARATIDE,ABALOPARATIDE,ROMOSOZUMAB,DENOSUMAB,STEP1,,,,,
RheumPharm35,CRYSTAL ARTHROPATHY PROPHYLAXIS (GOUT),ALLOPURINOL,FEBUXOSTAT,COLCHICINE,PROBENECID,STEP1,,,,,
RheumPharm36,FAMILIAL MEDITERRANEAN FEVER (FMF),COLCHICINE,CANAKINUMAB,ANAKINRA,TOCILIZUMAB,STEP1,,,,,
RheumPharm37,STILL DISEASE / AOSD (SELECT),ANAKINRA,CANAKINUMAB,TOCILIZUMAB,METHOTREXATE,STEP1,,,,,
RheumPharm38,SARCOIDOSIS (RHEUM/ILD CONTEXT),PREDNISONE,METHOTREXATE,AZATHIOPRINE,INFLIXIMAB,STEP1,,,,,
RheumPharm39,UVEITIS (AUTOIMMUNE),ADALIMUMAB,INFLIXIMAB,METHOTREXATE,AZATHIOPRINE,STEP1,,,,,
RheumPharm40,PALINDROMIC RHEUMATISM (SELECT),HYDROXYCHLOROQUINE,METHOTREXATE,IBUPROFEN,PREDNISONE,STEP1,,,,,
RheumPharm41,PSORIATIC ARTHRITIS: SELECT AGENTS,METHOTREXATE,ADALIMUMAB,SECUKINUMAB,UPADACITINIB,STEP1,,,,,
RheumPharm42,LYME ARTHRITIS (ANTIMICROBIALS),DOXYCYCLINE,AMOXICILLIN,CEFTRIAXONE,CEFUROXIME,STEP1,,,,,
RheumPharm43,RHEUMATOID ARTHRITIS: CSDMARD COMBO,METHOTREXATE,SULFASALAZINE,HYDROXYCHLOROQUINE,LEFLUNOMIDE,STEP1,,,,,
RheumPharm44,CYTOKINE INHIBITORS (MISC),ANAKINRA,CANAKINUMAB,TOCILIZUMAB,USTEKINUMAB,STEP1,,,,,
RheumPharm45,ANTIFIBROTIC/ANTI-INFLAMMATORY FOR ILD (SELECT),NINTEDANIB,PIRFENIDONE,MYCOPHENOLATE MOFETIL,PREDNISONE,STEP1,,,,,
