date,category,item1,item2,item3,item4,difficulty,url1,url2,url3,url4,author
PedsPharm12,SEIZURE ACUTE MANAGEMENT,LORAZEPAM,MIDAZOLAM,LEVETIRACETAM,FOSPHENYTOIN,STEP1,,,,,
PedsPharm13,STATUS EPILEPTICUS (NEXT-LINE),LEVETIRACETAM,VALPROATE,FOSPHENYTOIN,PHENOBARBITAL,STEP1,,,,,
PedsPharm14,FEBRILE SEIZURE SUPPORT (SELECT),ACETAMINOPHEN,IBUPROFEN,DIAZEPAM (RESCUE),MIDAZOLAM (RESCUE),STEP1,,,,,
PedsPharm15,MENINGITIS EMPIRIC (CHILD),CEFTRIAXONE,VANCOMYCIN,AMPICILLIN (NEONATE),ACYCLOVIR,STEP1,,,,,
PedsPharm16,PEDIATRIC UTI,CEPHALEXIN,CEFDINIR,TMP-SMX,CEFTRIAXONE,STEP1,,,,,
PedsPharm17,NAUSEA/VOMITING (PEDIATRIC),ONDANSETRON,METOCLOPRAMIDE,PROMETHAZINE (OLDER),IV FLUIDS,STEP1,,,,,
PedsPharm18,DEHYDRATION: ORT/IV FLUIDS,ORAL REHYDRATION SOLUTION,NORMAL SALINE,LACTATED RINGERS,D5 1/2NS,STEP1,,,,,
PedsPharm19,PAIN/FEVER,ACETAMINOPHEN,IBUPROFEN,KETOROLAC,MORPHINE,STEP1,,,,,
PedsPharm20,SEDATION (PEDIATRIC PROCEDURAL),KETAMINE,MIDAZOLAM,FENTANYL,DEXMEDETOMIDINE,STEP1,,,,,
PedsPharm21,NEONATAL RESUSCITATION (SELECT),EPINEPHRINE,NORMAL SALINE,D10W,SODIUM BICARBONATE,STEP1,,,,,
PedsPharm22,DKA (PEDIATRIC) CORE THERAPY,INSULIN REGULAR (IV),IV FLUIDS,POTASSIUM CHLORIDE,POTASSIUM PHOSPHATE,STEP1,,,,,
PedsPharm23,HYPERKALEMIA (PEDIATRIC) EMERGENT,CALCIUM GLUCONATE,INSULIN REGULAR + DEXTROSE,ALBUTEROL,SODIUM BICARBONATE,STEP1,,,,,
PedsPharm24,HYPONATREMIA SEVERE (SELECT),HYPERTONIC SALINE,FLUID RESTRICTION,FUROSEMIDE,TOLVAPTAN,STEP1,,,,,
PedsPharm25,ADHD (PEDIATRIC) COMMON,METHYLPHENIDATE,LISDEXAMFETAMINE,ATOMOXETINE,GUANFACINE,STEP1,,,,,
PedsPharm26,CONSTIPATION (PEDIATRIC),POLYETHYLENE GLYCOL,LACTULOSE,SENNA,BISACODYL,STEP1,,,,,
PedsPharm27,PEDIATRIC RASH: IMPETIGO/ECZEMA (SELECT),MUPIROCIN,HYDROCORTISONE (TOPICAL),CEPHALEXIN,CETIRIZINE,STEP1,,,,,
PedsPharm28,RSV PROPHYLAXIS (INFANTS),NIRSEVIMAB,PALIVIZUMAB,INFLUENZA VACCINE,SUPPORTIVE CARE,STEP1,,,,,
PedsPharm29,VARICELLA/HSV (PEDIATRIC),ACYCLOVIR,VALACYCLOVIR,FAMCICLOVIR,DOCOSANOL,STEP1,,,,,
PedsPharm30,INFLUENZA (PEDIATRIC),OSELTAMIVIR,ZANAMIVIR,BALOXAVIR,ACETAMINOPHEN,STEP1,,,,,
PedsPharm31,PINWORM/HELMINTHS,PYRANTEL PAMOATE,ALBENDAZOLE,MEBENDAZOLE,IVERMECTIN,STEP1,,,,,
PedsPharm32,SCABIES (PEDIATRIC),PERMETHRIN,IVERMECTIN (OLDER/SELECT),CETIRIZINE,TOPICAL EMOLLIENT,STEP1,,,,,
PedsPharm33,TINEA CAPITIS (PEDIATRIC),GRISEOFULVIN,TERBINAFINE,ITRACONAZOLE,SELENIUM SULFIDE SHAMPOO,STEP1,,,,,
PedsPharm34,SICKLE CELL: ACUTE & CHRONIC (SELECT),HYDROXYUREA,PENICILLIN PROPHYLAXIS,FOLIC ACID,DEFERASIROX,STEP1,,,,,
PedsPharm35,PEDIATRIC ONCO SUPPORT: TLS/NEUTROPENIA,ALLOPURINOL,RASBURICASE,CEFEPIME,VANCOMYCIN,STEP1,,,,,
PedsPharm36,NEONATAL JAUNDICE (SELECT),PHOTOTHERAPY,IVIG (ISOIMMUNE),EXCHANGE TRANSFUSION,HYDRATION,STEP1,,,,,
PedsPharm37,KAWASAKI DISEASE (CORE),IVIG,ASPIRIN,METHYLPREDNISOLONE,INFLIXIMAB,STEP1,,,,,
PedsPharm38,JIA (JUVENILE IDIOPATHIC ARTHRITIS) (SELECT),METHOTREXATE,ETANERCEPT,ADALIMUMAB,TOCILIZUMAB,STEP1,,,,,
PedsPharm39,PEDIATRIC MIGRAINE (SELECT),IBUPROFEN,ACETAMINOPHEN,SUMATRIPTAN,ONDANSETRON,STEP1,,,,,
PedsPharm40,PEDIATRIC HYPERTENSION (SELECT),LISINOPRIL,LOSARTAN,AMLODIPINE,HYDROCHLOROTHIAZIDE,STEP1,,,,,
PedsPharm41,NEONATAL APNEA OF PREMATURITY,CAFFEINE CITRATE,AMINOPHYLLINE,CPAP,OXYGEN,STEP1,,,,,
PedsPharm42,INBORN ERRORS / UREA CYCLE (SELECT),SODIUM BENZOATE,SODIUM PHENYLACETATE,ARGININE,CARNITINE,STEP1,,,,,
PedsPharm43,PEDIATRIC ALLERGIC RHINITIS,CETIRIZINE,LORATADINE,FLUTICASONE (INTRANASAL),MONTELUKAST,STEP1,,,,,
PedsPharm44,PEDIATRIC VACCINES (ROUTINE EXAMPLES),DTAP,MMR,VARICELLA,HPV,STEP1,,,,,
PedsPharm45,ADDITIONAL PEDS EMERGENCY MEDS (SELECT),NALOXONE,ALBUTEROL,EPI PEN,GLUCAGON,STEP1,,,,,
