INSULAR CORTEX,"Viscerosensory, gustatory, and interoception hub.",Neuroanatomy
CEREBELLAR VERMIS,Truncal coordination and gait stability.,Neuroanatomy
FORNIX,Major efferent pathway of hippocampus.,Neuroanatomy
AMYGDALA,Emotional salience and fear conditioning.,Neuroanatomy
HIPPOCAMPUS,Episodic memory encoding; vulnerable to hypoxia.,Neuroanatomy
PINEAL GLAND,Melatonin secretion; circadian regulation.,Neuroanatomy
PRECENTRAL GYRUS,Primary motor cortex; contralateral body control.,Neuroanatomy
FRONTAL LOBE,"Executive function, behavior, motor planning.",Neuroanatomy
PARIETAL LOBE,Somatosensory integration and spatial attention.,Neuroanatomy
TEMPORAL LOBE,"Auditory processing, memory, language comprehension.",Neuroanatomy
OCCIPITAL LOBE,Primary and associative visual cortex.,Neuroanatomy
MEDULLA,Autonomic centers; pyramidal decussation.,Neuroanatomy
PONS,Corticopontine tracts; facial nucleus; horizontal gaze.,Neuroanatomy
MIDBRAIN,"Vertical gaze, pupillary reflexes, dopaminergic nuclei.",Neuroanatomy
LEFT MCA,"Contralateral face/arm weakness, aphasia if dominant.",Localization
RIGHT MCA,"Left neglect, visuospatial deficits, face/arm weakness.",Localization
PICA INFARCT,"Wallenberg: vertigo, ataxia, dysphagia, ipsilateral facial loss.",Localization
PONTINE LESION,Internuclear ophthalmoplegia or crossed findings.,Localization
INTERNAL CAPSULE,Pure motor hemiparesis from lacune.,Localization
CAUDA EQUINA,"Areflexic bladder, saddle anesthesia, LMN leg weakness.",Localization
PERIPHERAL NERVE,Length‑dependent sensory loss with distal weakness.,Localization
CERVICAL CORD,UMN legs with hand intrinsics; Lhermitte sign possible.,Localization
BROWN SEQUARD,"Hemisection: ipsilateral weakness, contralateral pain loss.",Localization
THALAMIC STROKE,Pure sensory stroke with hemisensory loss.,Localization
PARKINSONISM,Bradykinesia with tremor or rigidity from dopamine loss.,Movement
DYSTONIA,Sustained or intermittent muscle contractions causing abnormal postures.,Movement
AKATHISIA,Subjective inner restlessness with need to move.,Movement
TARDIVE DYSKINESIA,Late‑onset choreoathetoid movements after dopamine blockade.,Movement
ESSENTIAL TREMOR,Action tremor improved by alcohol; beta‑blockers help.,Movement
MYOCLONUS,Sudden brief shock‑like muscle jerks.,Movement
ATHETOSIS,Slow writhing distal movements; basal ganglia dysfunction.,Movement
BALLISM,Flinging proximal movements from subthalamic lesion.,Movement
RIGIDITY,Velocity‑independent resistance to passive move.,Movement
BRADYKINESIA,Slowness of movement with decrementing amplitude.,Movement
MIGRAINE,"Recurrent headache with photophobia, phonophobia, nausea; ± aura.",Headache
CLUSTER,Severe unilateral orbital pain with autonomic features; short bouts.,Headache
SUNCT,Short‑lasting unilateral neuralgiform attacks with conjunctival injection and tearing.,Headache
HEMICRANIA,Indomethacin‑responsive unilateral headache.,Headache
ICEPICK HEADACHE,Brief stabbing pains in V1 distribution.,Headache
CERVICOGENIC,Headache referred from cervical musculature/facets.,Headache
NEURALGIA,Paroxysmal lancinating pain in a nerve distribution.,Headache
MEDICATION OVERUSE,Daily or near‑daily headache from frequent analgesics.,Headache
ABSENCE,Brief staring spells with 3‑Hz spike‑wave on EEG.,Epilepsy
FOCAL SEIZURE,Originates in one hemisphere; ± impaired awareness.,Epilepsy
SEIZURE CLUSTERS,Multiple seizures within 24–48 hours.,Epilepsy
WEST SYNDROME,Infantile spasms with hypsarrhythmia; developmental regression.,Epilepsy
DRAVET SYNDROME,SCN1A epilepsy; fever‑sensitive seizures in infancy.,Epilepsy
LENNOX GASTAUT,Childhood epileptic encephalopathy with drop attacks.,Epilepsy
STATUS,Single seizure >5 minutes or recurrent without recovery.,Epilepsy
MYOCLONIC EPILEPSY,Generalized seizures with myoclonic jerks.,Epilepsy
LACUNAR STROKE,Small deep infarct from lipohyalinosis; pure syndromes.,Vascular
MCA INFARCT,Contralateral face/arm weakness ± aphasia/neglect.,Vascular
PCA INFARCT,Contralateral homonymous hemianopia; alexia without agraphia.,Vascular
ACA INFARCT,"Leg‑predominant weakness, abulia, urinary incontinence.",Vascular
CAROTID DISSECTION,"Neck pain, Horner syndrome, retinal ischemia risk.",Vascular
SUBDURAL HEMATOMA,Bridging vein bleed; crescentic; fluctuating deficits.,Vascular
EPIDURAL HEMATOMA,Lucid interval; lens‑shaped bleed; middle meningeal artery.,Vascular
BERRY ANEURYSM,Saccular aneurysm causing subarachnoid hemorrhage.,Vascular
DURAL AV FISTULA,Pulsatile tinnitus; cortical venous reflux risk.,Vascular
BASILAR THROMBOSIS,"Coma, locked‑in syndrome, cranial nerve palsies.",Vascular
MYASTHENIA,Autoimmune NMJ disease with fatigable weakness; AChR antibodies.,Neuromuscular
LAMBERT EATON,Presynaptic calcium channel antibodies; improves with exercise.,Neuromuscular
GUILLAIN BARRE,Acute inflammatory demyelinating polyneuropathy; areflexia.,Neuromuscular
POLYMYOSITIS,Proximal inflammatory myopathy; high CK.,Neuromuscular
DERMATOMYOSITIS,Heliotrope rash and proximal weakness; malignancy risk.,Neuromuscular
CARPAL TUNNEL,"Median neuropathy with nocturnal paresthesias, thenar weakness.",Neuromuscular
ULNAR NEUROPATHY,Numb ring/small finger; intrinsic hand weakness.,Neuromuscular
RADIAL NEUROPATHY,Wrist drop from spiral groove compression.,Neuromuscular
PERONEAL NEUROPATHY,Foot drop from fibular neck compression.,Neuromuscular
CHARCOT MARIE TOOTH,Hereditary demyelinating neuropathy; pes cavus.,Neuromuscular
NERVE CONDUCTION,NCS shows demyelinating vs axonal patterns.,Diagnostics
CSF ANALYSIS,"Opening pressure, cells, protein, glucose, culture, PCR.",Diagnostics
FLAIR MRI,Suppresses CSF signal to reveal parenchymal lesions.,Diagnostics
DWI MRI,Highlights restricted diffusion in acute ischemia.,Diagnostics
CT ANGIOGRAM,Noninvasive arterial imaging for occlusion and stenosis.,Diagnostics
EEG MONITORING,Detects seizures and nonconvulsive status.,Diagnostics
VIDEO EEG,Correlates events with scalp EEG to classify spells.,Diagnostics
EMG STUDY,Needle EMG for myopathic vs neurogenic changes.,Diagnostics
EVOKED POTENTIALS,Assesses conduction in sensory pathways.,Diagnostics
SINGLE FIBER EMG,Sensitive test for NMJ transmission failure.,Diagnostics
APHASIA,Language impairment from dominant hemisphere lesion.,Cognitive
APRAXIA,Impaired learned motor acts despite intact strength.,Cognitive
AGNOSIA,Inability to recognize despite intact sensation.,Cognitive
DELIRIUM,Acute fluctuating inattention and altered awareness.,Cognitive
DEMENTIA,Chronic acquired cognitive decline affecting function.,Cognitive
PROSOPAGNOSIA,Face blindness from fusiform gyrus lesion.,Cognitive
AMNESIA,Impaired memory encoding or retrieval.,Cognitive
ALEXIA,Reading impairment; may spare writing.,Cognitive
ACALCULIA,Impaired calculation; Gerstmann component.,Cognitive
DYSEXECUTIVE,"Poor planning, set‑shifting, working memory.",Cognitive
ALZHEIMER,Amyloid and tau pathology with progressive memory loss.,Cognitive
LEWY BODY,"Visual hallucinations, parkinsonism, REM sleep behavior disorder.",Cognitive
FRONTOTEMPORAL,Early behavioral/language variant neurodegeneration.,Cognitive
HERNIATION,Brain shift causing pupillary changes and posturing.,Neurocritical
HYDROCEPHALUS,Enlarged ventricles from CSF flow or absorption failure.,Neurocritical
DECORTICATE,Flexor posturing from lesions rostral to red nucleus.,Neurocritical
DECEREBRATE,Extensor posturing from lower brainstem dysfunction.,Neurocritical
ICP MONITOR,Intraparenchymal or ventricular catheter for ICP/CPP.,Neurocritical
VENTRICULOSTOMY,External ventricular drain to CSF divert and monitor ICP.,Neurocritical
BRAIN DEATH,Irreversible cessation of brain function; formal criteria.,Neurocritical
HYPERTONIC SALINE,Osmotherapy for cerebral edema and high ICP.,Neurocritical
MANNITOL,Osmotic diuretic reducing intracranial pressure.,Neurocritical
SEDATION VACATION,Daily interruption to assess neuro exam and extubation readiness.,Neurocritical
OPTIC NEURITIS,Painful vision loss; afferent pupillary defect.,Demyelinating
MS PLAQUE,Periventricular ovoid lesion on MRI.,Demyelinating
TRANSVERSE MYELITIS,Subacute bilateral sensory and motor cord dysfunction.,Demyelinating
LHERMITTE SIGN,Electric shock down spine with neck flexion.,Demyelinating
DAWSON FINGERS,MS periventricular radial lesions on FLAIR.,Demyelinating
UHTHOFF PHENOMENON,Heat‑induced transient neurologic worsening in MS.,Demyelinating
NEUROMYELITIS OPTICA,AQP4‑IgG disease with optic neuritis and longitudinal myelitis.,Demyelinating
ADEM,Monophasic post‑infectious demyelination in children.,Demyelinating
LEVETIRACETAM,Broad‑spectrum antiseizure; irritability common.,Pharmacology
LACOSAMIDE,Enhances slow inactivation of sodium channels.,Pharmacology
CARBAMAZEPINE,Focal‑predominant antiseizure; hyponatremia risk.,Pharmacology
VALPROATE,Broad‑spectrum antiseizure; teratogenic; hepatotoxicity risk.,Pharmacology
LAMOTRIGINE,Rash risk; slow titration to avoid SJS.,Pharmacology
TOPIRAMATE,Word‑finding difficulty; kidney stones; weight loss.,Pharmacology
PHENYTOIN,"Nonlinear kinetics; ataxia, nystagmus at high levels.",Pharmacology
TENECTEPLASE,Fibrinolytic used in acute ischemic stroke at some centers.,Pharmacology
ALTEPLASE,tPA thrombolytic for eligible acute ischemic stroke.,Pharmacology
TICAGRELOR,P2Y12 inhibitor; dyspnea side effect.,Pharmacology
CLOPIDOGREL,P2Y12 inhibitor; requires hepatic activation.,Pharmacology
NIMODIPINE,Reduces delayed cerebral ischemia after SAH.,Pharmacology
LEVODOPA,Dopamine precursor for Parkinson disease; motor fluctuations.,Pharmacology
ENTACAPONE,COMT inhibitor extending levodopa effect.,Pharmacology
BENZTROPINE,Anticholinergic helpful for tremor in Parkinson disease.,Pharmacology
GLIOBLASTOMA,High‑grade astrocytoma with ring enhancement and necrosis.,Oncology
MENINGIOMA,"Extra‑axial, dural‑based mass with dural tail.",Oncology
ASTROCYTOMA,Glial neoplasm graded by IDH and histology.,Oncology
SCHWANNOMA,Peripheral nerve sheath tumor; vestibular in NF2.,Oncology
MEDULLOBLASTOMA,Embryonal posterior fossa tumor in children.,Oncology
EPENDYMOMA,Intraventricular tumor; can seed CSF pathways.,Oncology
PITUITARY ADENOMA,Endocrine or mass‑effect symptoms; bitemporal hemianopia.,Oncology
PINEALOMA,Dorsal midbrain tumor; Parinaud syndrome possible.,Oncology
OLIGODENDROGLIOMA,"IDH‑mutant, 1p/19q‑codeleted oligodendroglial tumor.",Oncology
CRANIOPHARYNGIOMA,Suprasellar cystic mass; calcifications; endocrine issues.,Oncology
WERNICKE,"Ophthalmoplegia, ataxia, confusion from thiamine deficiency.",Metabolic
HYPONATREMIA,"Low sodium causing headache, confusion, seizures.",Metabolic
HYPERAMMONEMIA,Asterixis and encephalopathy from elevated ammonia.,Metabolic
HYPOGLYCEMIA,Adrenergic symptoms and confusion; focal deficits can mimic stroke.,Metabolic
HYPERGLYCEMIA,Nonketotic hyperosmolar state can cause focal deficits.,Metabolic
REYE SYNDROME,Acute encephalopathy after viral illness with aspirin exposure.,Metabolic
B12 DEFICIENCY,Subacute combined degeneration with paresthesias and ataxia.,Metabolic
COPPER DEFICIENCY,Myeloneuropathy mimicking B12 deficiency.,Metabolic
