LEWY BODY DEMENTIA,"Visual hallucinations, parkinsonism, fluctuating attention.",Cognitive
LOGOPENIC APHASIA,Word-finding pauses with impaired repetition.,Cognitive
MILD COGNITIVE IMPAIRMENT,Objective deficit without major functional loss.,Cognitive
NORMAL PRESSURE HYDROCEPHALUS DEMENTIA,Gait + urinary + cognitive slowing triad.,Cognitive
PERSEVERATION,Inappropriate repetition of a response.,Cognitive
PHONEMIC PARAPHASIA,Sound-based errors in words.,Cognitive
PPA LOGOPENIC VARIANT,Word-finding pauses; impaired repetition; AD pathology.,Cognitive
PPA NONFLUENT VARIANT,Agrammatic effortful speech with apraxia of speech.,Cognitive
PPA SEMANTIC VARIANT,Loss of word meaning; fluent speech with anomia.,Cognitive
PRIMARY PROGRESSIVE APHASIA,Gradual language impairment with relative sparing of memory early.,Cognitive
PROSOPAGNOSIA,Face blindness from fusiform gyrus lesion.,Cognitive
SEMANTIC DEMENTIA,Loss of word meaning and object knowledge.,Cognitive
SEMANTIC PARAPHASIA,Word substitutions related in meaning.,Cognitive
TOPOGRAPHIC DISORIENTATION,Getting lost in familiar environments.,Cognitive
VASCULAR DEMENTIA,Stepwise decline with executive dysfunction; lacunes.,Cognitive
ADEM,"Monophasic post-infectious demyelination, especially children.",Demyelinating
BALO CONCENTRIC SCLEROSIS,Concentric ring demyelination variant of MS.,Demyelinating
CLIPPERS,Punctate enhancing pons lesions; steroid responsive.,Demyelinating
DAWSON FINGERS,MS periventricular radial lesions on FLAIR.,Demyelinating
HIZAN SYNDROME,"Hypothetical demyelinating phenotype, rare reports.",Demyelinating
LETMS,Cord lesion spanning more than 3 vertebral segments.,Demyelinating
LHERMITTE,Electric shock down spine with neck flexion.,Demyelinating
MARBURG ,Malignant demyelination with  rapidly progressive course.,Demyelinating
MOGAD,"Myelitis, optic neuritis; MOG-IgG positive.",Demyelinating
NEUROBEHCETS,Brainstem/diencephalic lesions with oral/genital ulcers.,Demyelinating
NEUROMYELITIS OPTICA,AQP4-IgG disease with optic neuritis and longitudinal myelitis.,Demyelinating
OPTIC NEURITIS,Painful vision loss; afferent pupillary defect.,Demyelinating
OPTIC PERINEURITIS,Perioptic sheath enhancement; steroid responsive.,Demyelinating
CENTRAL PONTINE MYELINOLYSIS,Rapid Na correction,Demyelinating
IRIS,Immune reconstitution inflammatory syndrome in PML.,Demyelinating
PRIMARY PROGRESSIVE MS,Gradual disability accumulation without relapses.,Demyelinating
RING ENHANCING DEMYELINATION,Open-ring enhancement pattern on MRI.,Demyelinating
SCHILDER DISEASE,Childhood diffuse myelin loss (ALD-like variant).,Demyelinating
SECONDARY PROGRESSIVE MS,Worsening after initial relapsing course.,Demyelinating
SUSAC SYNDROME,"Encephalopathy, branch retinal artery occlusions, hearing loss.",Demyelinating
TRANSVERSE MYELITIS,Subacute bilateral sensory and motor cord dysfunction.,Demyelinating
TUMEFACTIVE,Mass-like demyelinating lesion mimicking tumor.,Demyelinating
UHTHOFF PHENOMENON,Heat-induced transient neurologic worsening in MS.,Demyelinating
AMYLOID PET,Detects cortical amyloid deposition.,Diagnostics
BLACK BLOOD MRI,Vessel wall enhancement for vasculitis/dissection.,Diagnostics
CAROTID ULTRASOUND,Noninvasive plaque and stenosis assessment.,Diagnostics
CSF ANALYSIS,"Opening pressure, cells, protein, glucose, culture, PCR.",Diagnostics
CSF BETA AMYLOID TAU,"AD biomarkers; Aβ42↓, t-tau/p-tau↑.",Diagnostics
CT ANGIOGRAM,Noninvasive arterial imaging for occlusion and stenosis.,Diagnostics
CT MYELOGRAM,Spine CSF leak localization.,Diagnostics
CT PERFUSION,Maps penumbra and core in acute stroke triage.,Diagnostics
EEG MONITORING,Detects seizures and nonconvulsive status.,Diagnostics
EMG REPETITIVE STIMULATION,Decrement in MG; increment in LEMS.,Diagnostics
EVOKED POTENTIALS,Assesses conduction in sensory pathways.,Diagnostics
FLAIR,Suppresses CSF signal to reveal parenchymal lesions.,Diagnostics
HINTS EXAM,"Head impulse, nystagmus, test of skew for vertigo.",Diagnostics
MOCA,Cognitive screening for MCI/dementia.,Diagnostics
MODIFIED RANKIN SCALE,Global disability scale 0–6.,Diagnostics
MUSK ANTIBODY,Detects seronegative MG variant.,Diagnostics
NERVE CONDUCTION,NCS shows demyelinating vs axonal patterns.,Diagnostics
NEUROFILAMENT LIGHT CHAIN,Blood or CSF biomarker of axonal injury.,Diagnostics
NIHSS,Stroke severity scale 0–42.,Diagnostics
OLIGOCLONAL BANDS,Intrathecal IgG synthesis supporting MS.,Diagnostics
PETFDG BRAIN,Hypometabolism patterns in dementia/epilepsy.,Diagnostics
SINGLE FIBER EMG,Sensitive test for NMJ transmission failure.,Diagnostics
SUSCEPTIBILITY WEIGHTED,Imaging that highlights microbleeds and venous blood products.,Diagnostics
SWI,Microbleeds and venous conspicuity on MRI.,Diagnostics
TAU PET,Neurofibrillary tangle imaging in AD research.,Diagnostics
TRANSCRANIAL DOPPLER,Velocity monitoring for vasospasm and shunt detection.,Diagnostics
VIDEO EEG,Correlates events with scalp EEG to classify spells.,Diagnostics
VISUAL EVOKED POTENTIALS,Assess optic pathway conduction delay.,Diagnostics
ABSENCE,Brief staring spells with 3-Hz spike-wave on EEG.,Epilepsy
ANTI NMDA ENCEPHALITIS,"Psychosis, dyskinesia, autonomic instability; ovarian teratoma.",Epilepsy
AUTOIMMUNE EPILEPSY,Antibody-mediated; immunotherapy responsive.,Epilepsy
BENIGN ROLANDIC EPILEPSY,Centrotemporal spikes with oropharyngeal motor signs.,Epilepsy
ABSENCE,3-Hz spike–wave; ethosuximide first-line.,Epilepsy
ANTERIOR NUCLEUS,Deep brain stimulation target for refractory epilepsy.,Epilepsy
DOOSE,Myoclonic astatic epilepsy with drop attacks in childhood.,Epilepsy
DRAVET SYNDROME,SCN1A epilepsy; fever-sensitive seizures in infancy.,Epilepsy
DYSEMBRYOPLASTIC NEUROEPITHELIAL TUMOR,Benign tumor causing childhood focal seizures.,Epilepsy
EPIGASTRIC RISING AURA,Subjective epigastric rising sensation preceding focal seizure.,Epilepsy
EPILEPSIA PARTIALIS CONTINUA,Focal motor status with continuous jerking for hours to days.,Epilepsy
FEBRILE,Seizure with fever in children without CNS infection.,Epilepsy
FENCING POSTURE,Tonic posturing in frontal seizures (SMA).,Epilepsy
FOCAL SEIZURE,Originates in one hemisphere; Â± impaired awareness.,Epilepsy
FRONTAL LOBE EPILEPSY,Brief nocturnal hypermotor events.,Epilepsy
GELASTIC SEIZURES,Hypothalamic hamartoma; laughter spells.,Epilepsy
HETEROTOPIC GRAY MATTER,Periventricular nodular heterotopia causing epilepsy.,Epilepsy
HYPERVENTILATION PROVOCATION,Triggers absence seizures during EEG.,Epilepsy
ICTAL POUTING,Frontal seizures with pouting grimace.,Epilepsy
JAMAIS VU ,Subjective reality altering sensation preceding focal seizure.,Epilepsy
JUVENILE MYOCLONIC EPILEPSY,"Morning myoclonic jerks, GTCs; photosensitivity common.",Epilepsy
KETOGENIC DIET,High-fat diet reducing seizures in pediatrics.,Epilepsy
LAFORA DISEASE,Progressive myoclonus epilepsy; polyglucosan inclusions.,Epilepsy
LANDAU KLEFFNER,Acquired epileptic aphasia with ESES.,Epilepsy
LENNOX GASTAUT,Childhood epileptic encephalopathy with drop attacks.,Epilepsy
LIMBIC ENCEPHALITIS,Anti-LGI1/CASPR2; faciobrachial dystonic seizures.,Epilepsy
MESIAL TEMPORAL SCLEROSIS,Hippocampal atrophy and T2 hyperintensity.,Epilepsy
MYOCLONIC EPILEPSY,Generalized seizures with myoclonic jerks.,Epilepsy
OCCIPITAL LOBE EPILEPSY,Visual auras; ictal blindness; elementary hallucinations.,Epilepsy
OLFACTORY AURA AURA,Subjective olfactory aura sensation preceding focal seizure.,Epilepsy
PANAYIOTOPOULOS SYNDROME,Autonomic seizures with emesis in children.,Epilepsy
PARIETAL LOBE EPILEPSY,Somatosensory auras; body schema illusions.,Epilepsy
PERIODIC LATERALIZED EPILEPTIFORM DISCHARGES,EEG pattern associated with specific epilepsy syndromes.,Epilepsy
PHOTOPAROXYSMAL RESPONSE,EEG pattern associated with specific epilepsy syndromes.,Epilepsy
PHOTOSENSITIVITY,Seizures triggered by flicker frequencies 15–20 Hz.,Epilepsy
POLYMICROGYRIA,Cortical malformation with seizures and delay.,Epilepsy
POLYSPIKE AND WAVE,EEG pattern associated with specific epilepsy syndromes.,Epilepsy
POSTICTAL NOSE RUBBING,Frontal/temporal semiology sign.,Epilepsy
PSYCHOGENIC NONEPILEPTIC SEIZURES,Events without epileptiform EEG; dissociative etiology.,Epilepsy
REFRACTORY STATUS EPILEPTICUS,Ongoing seizures despite benzodiazepine and second agent.,Epilepsy
TEMPORAL INTERMITTENT RHYTHMIC DELTA,EEG pattern associated with specific epilepsy syndromes.,Epilepsy
TEMPORAL LOBE EPILEPSY,Hippocampal sclerosis with deja vu and epigastric auras.,Epilepsy
LATERAL TONGUE BITE,Suggestive of GTC over syncope.,Epilepsy
UNVERICHT LUNDBORG,Progressive myoclonus epilepsy; CTSB mutation.,Epilepsy
WEST SYNDROME,Infantile spasms with hypsarrhythmia; developmental regression.,Epilepsy
BASILAR MIGRAINE,Brainstem aura with vertigo/dysarthria.,Headache
CARBON MONOXIDE HEADACHE,Diffuse headache with exposure history.,Headache
CERVICAL ARTERY DISSECTION ,Unilateral neck/head pain with Horner.,Headache
CERVICAL MYOFASCIAL PAIN,Trigger points referring to head.,Headache
CERVICOGENIC,Headache referred from cervical musculature/facets.,Headache
CGRP BLOCKADE,Prevention strategy for migraine.,Headache
CLUSTER,Severe unilateral orbital pain with autonomic features; short bouts.,Headache
COITAL HEADACHE,Exertional headaches during sexual activity.,Headache
EXERTIONAL HEADACHE,Headache precipitated by Valsalva/effort.,Headache
GIANT CELL ARTERITIS,"Scalp tenderness, jaw claudication; high ESR; vision risk.",Headache
PAROXYSMAL HEMICRANIA,Short indomethacin-responsive TAC.,Headache
HEMIPLEGIC MIGRAINE,Migraine with transient unilateral weakness; family forms exist.,Headache
HIGH ALTITUDE HEADACHE,Occurs at elevation; responds to descent/acetazolamide.,Headache
HYPNIC HEADACHE,“Alarm clock” headache waking from sleep; caffeine helps.,Headache
ICE PICK HEADACHE,Brief stabbing pains in V1/V2 distribution.,Headache
LOW CSF PRESSURE HEADACHE,Improves supine; pachymeningeal enhancement.,Headache
LOW NIACIN HEADACHE,Pellagra-related headache with rash/diarrhea.,Headache
MEDICATION OVERUSE,Daily or near-daily headache from frequent analgesics.,Headache
MENSTRUAL MIGRAINE,Attacks around menses; short-term prevention.,Headache
MIGRAINE,"Recurrent headache with photophobia, phonophobia, nausea; Â± aura.",Headache
NEURALGIA,Paroxysmal lancinating pain in a nerve distribution.,Headache
NEW DAILY PERSISTENT HEADACHE,Abrupt onset daily headache persisting from day one.,Headache
OCCIPITAL NEURALGIA,Paroxysmal stabbing in occipital nerve distribution.,Headache
PAROXYSMAL HEMICRANIA,Short unilateral attacks; completely indomethacin responsive.,Headache
PITUITARY APOPLEXY HEADACHE,Sudden headache with visual loss/ophthalmoplegia.,Headache
POSTTRAUMATIC HEADACHE,Chronic headache post concussion.,Headache
PRIMARY COUGH HEADACHE,Valsalva-triggered brief posterior head pain.,Headache
RAEDERS PARATRIGEMINAL SYNDROME,Facial pain with partial Horner.,Headache
RETINAL MIGRAINE,Transient monocular visual loss with migraine.,Headache
REVERSIBLE CEREBRAL VASOCONSTRICTION,Thunderclap headaches with segmental vasospasm.,Headache
SPHENOID SINUSITIS HEADACHE,Deep retro-orbital pain; fever; nasal symptoms.,Headache
SPHENOPALATINE GANGLIONOPATHY,Face pain with autonomic signs; nerve block responsive.,Headache
SPONTANEOUS INTRACRANIAL HYPOTENSION,Orthostatic headache from CSF leak; pachymeningeal enhancement.,Headache
SUNA,Short-lasting unilateral neuralgiform attacks with autonomic symptoms.,Headache
SUNCT,Short-lasting unilateral neuralgiform attacks with conjunctival injection and tearing.,Headache
TEMPOROMANDIBULAR DISORDER,Jaw pain with headaches; bruxism.,Headache
TRIGEMINAL AUTONOMIC CEPHALALGIA,Group of unilateral headaches with cranial autonomic features.,Headache
TRIGEMINAL CERVICAL COMPLEX,Convergence explaining neck–head pain.,Headache
ALEXIA WITHOUT AGRAPHIA ,PCA splenial lesion,Localization
ANTON SYNDROME,Cortical blindness with anosognosia.,Localization
BROWN SEQUARD,"Hemisection: ipsilateral weakness, contralateral pain loss.",Localization
CAUDA EQUINA,"Areflexic bladder, saddle anesthesia, LMN leg weakness.",Localization
CEREBELLAR STROKE,Ipsilateral limb ataxia and intention tremor.,Localization
CN VI NUCLEUS LESION,Ipsilateral gaze palsy (not isolated VI palsy).,Localization
EIGHT AND A HALF SYNDROME,One-and-a-half plus facial palsy.,Localization
FOVILLE SYNDROME,Pontine lesion with VI palsy and contralateral hemiparesis.,Localization
FRONTAL EYE FIELD LESION,Conjugate gaze toward lesion side.,Localization
FRONTAL OPERCULUM,Broca aphasia and apraxia of speech.,Localization
GERSTMANN SYNDROME,Dominant angular gyrus lesion.,Localization
HEMIBALLISMUS,Flinging movements from STN lesion.,Localization
HEMISPATIAL NEGLECT,Inattention to left hemispace.,Localization
INTERNAL CAPSULE STROKE,Pure motor hemiparesis from lacune.,Localization
LATERAL MEDULLARY STROKE,"Wallenberg syndrome with vertigo, ataxia, and dysphagia.",Localization
LATERAL PONS STROKE,"Facial weakness, ataxia, and contralateral pain loss.",Localization
LEFT MCA STROKE,"Contralateral face/arm weakness, aphasia if dominant.",Localization
LOCKED IN SYNDROME,Pontine lesion sparing vertical gaze and consciousness.,Localization
MEDIAL MEDULLARY STROKE,Contralateral weakness with tongue deviation ipsilateral.,Localization
MEDIAL PONS STROKE,Internuclear ophthalmoplegia with contralateral paresis.,Localization
ONE AND A HALF SYNDROME,PPRF/MLF lesion: ipsilateral gaze palsy + INO.,Localization
OPERCULAR SYNDROME,Facial–pharyngeal paralysis with preserved limb movement.,Localization
PARASAGITTAL PARAPARESIS,ACA medial frontal lesion causing leg weakness.,Localization
PARIETO OCCIPITAL JUNCTION,Visual neglect or alexia depending on dominance.,Localization
PICA STROKE,"Wallenberg: vertigo, ataxia, dysphagia, ipsilateral facial loss.",Localization
PONTINE STROKE,Internuclear ophthalmoplegia or crossed findings.,Localization
PPRF LESION,Gaze palsy toward lesion; abducting nystagmus contralateral.,Localization
PROSOPAGNOSIA ,Face recognition deficit.,Localization
RIGHT MCA STROKE,"Left neglect, visuospatial deficits, face/arm weakness.",Localization
TEMPORAL POLE,Olfactory auras and emotional memory deficits.,Localization
THALAMIC STROKE,Pure sensory stroke with hemisensory loss.,Localization
TRUNCAL ATAXIA VERMIS,Wide-based gait with sway.,Localization
VANNUCCI SYNDROME,Anterior choroidal infarct triad.,Localization
VERMIS LESION,Wide-based gait and truncal ataxia.,Localization
VERTICAL ONE AND A HALF,Rostral interstitial MLF/riMLF lesions.,Localization
VISUAL AGNOSIA BILATERAL OCCIPITAL,Object recognition failure.,Localization
ACUTE INTERMITTENT PORPHYRIA,"Abdominal pain, psychiatric symptoms, and neuropathy.",Metabolic
ADRENAL INSUFFICIENCY,"Hypotension, hyperkalemia, fatigue with cognitive slowing.",Metabolic
ARSENIC NEUROPATHY,Painful sensorimotor neuropathy with Mees lines.,Metabolic
B12 DEFICIENCY,Subacute combined degeneration with paresthesias and ataxia.,Metabolic
BISMUTH ENCEPHALOPATHY,Myoclonus and confusion from overdose.,Metabolic
CANAVAN DISEASE,Aspartoacylase deficiency with macrocephaly.,Metabolic
COPPER DEFICIENCY,Myeloneuropathy mimicking B12 deficiency.,Metabolic
DIABETIC THIRD NERVE PALSY,Painful ptosis with pupil sparing.,Metabolic
HEPATIC ENCEPHALOPATHY,Ammonia-related encephalopathy with triphasic waves.,Metabolic
HYPERAMMONEMIA,Asterixis and encephalopathy from elevated ammonia.,Metabolic
HYPERCALCEMIA,"Confusion, constipation, polyuria; stones bones groans.",Metabolic
HYPERGLYCEMIA,Nonketotic hyperosmolar state can cause focal deficits.,Metabolic
HYPERPARATHYROIDISM CALCIFICATIONS,Basal ganglia calcification with movement disorder.,Metabolic
HYPOGLYCEMIA,Adrenergic symptoms and confusion; focal deficits can mimic stroke.,Metabolic
HYPONATREMIA,"Low sodium causing headache, confusion, seizures.",Metabolic
HYPOTHYROID ENCEPHALOPATHY,Cognitive slowing and psychosis; treat thyroid hormone.,Metabolic
KRABBE DISEASE,"GALC deficiency with irritability, hypertonia.",Metabolic
LEAD NEUROPATHY,Wrist/foot drop with abdominal pain.,Metabolic
LEIGH SYNDROME,Subacute necrotizing encephalomyelopathy in infancy.,Metabolic
MANGANESE TOXICITY,Parkinsonism with T1 pallidal hyperintensity.,Metabolic
MAPLE SYRUP URINE DISEASE,Leucine toxicity causing encephalopathy.,Metabolic
MELAS,Mitochondrial strokes and lactic acidosis.,Metabolic
MERCURY TOXICITY,"Erethism: irritability, tremor, gingivitis.",Metabolic
MERRF,Myoclonic epilepsy with ragged-red fibers.,Metabolic
METACHROMATIC LEUKODYSTROPHY,Arylsulfatase A deficiency with demyelination.,Metabolic
NIEMANN PICK C,"Vertical gaze palsy, ataxia, hepatosplenomegaly.",Metabolic
ORGANOPHOSPHATE TOXICITY,Cholinergic crisis with miosis/bronchorrhea.,Metabolic
ORNITHINE TRANSCARBAMYLASE,Urea-cycle defect leading to hyperammonemia.,Metabolic
OSMOTIC DEMYELINATION,Rapid sodium correction causing pontine myelinolysis.,Metabolic
PROPIONIC ACIDEMIA,Metabolic acidosis with neurologic symptoms.,Metabolic
REFSUM DISEASE,Phytanic acid accumulation with neuropathy/retinitis.,Metabolic
REYE SYNDROME,Acute encephalopathy after viral illness with aspirin exposure.,Metabolic
TAY SACHS,Hexosaminidase A deficiency with cherry-red macula.,Metabolic
THALLIUM TOXICITY,Painful neuropathy and alopecia.,Metabolic
THYROTOXIC PERIODIC PARALYSIS,Hypokalemia with proximal weakness; Asian men.,Metabolic
UREA CYCLE DISORDERS,Hyperammonemia with encephalopathy.,Metabolic
UREMIC ENCEPHALOPATHY,Toxin accumulation with asterixis and confusion in renal failure.,Metabolic
UREMIC PERIPHERAL NEUROPATHY,Length-dependent sensory loss and weakness.,Metabolic
WERNICKE,"Ophthalmoplegia, ataxia, confusion from thiamine deficiency.",Metabolic
WILSON DISEASE,Behavior changes with movement disorder.,Metabolic
X ALD,Adrenoleukodystrophy with myelopathy and adrenal failure.,Metabolic
AKATHISIA,Subjective inner restlessness with need to move.,Movement
ATAXIA TELANGIECTASIA,"ATM mutation; immunodeficiency, ataxia.",Movement
ATHETOSIS,Slow writhing distal movements; basal ganglia dysfunction.,Movement
BRADYKINESIA,Slowness of movement with decrementing amplitude.,Movement
CERVICAL DYSTONIA,Torticollis with neck muscle overactivity.,Movement
CHOREOACANTHOCYTOSIS,"Acanthocytes, orobuccal dyskinesia, neuropathy.",Movement
CORTICOBASAL SYNDROME,"Asymmetric rigidity, apraxia, alien limb phenomena.",Movement
DENTATORUBRAL PALLIDOLUYSIAN ATROPHY,Polyglutamine ataxia/chorea.,Movement
DOPA RESPONSIVE DYSTONIA,GCH1 mutation with diurnal fluctuation.,Movement
DRUG INDUCED PARKINSONISM,Dopamine blockade causing symmetric akinetic rigidity.,Movement
DYSTONIA,Sustained or intermittent muscle contractions causing abnormal postures.,Movement
ESSENTIAL TREMOR,Action tremor improved by alcohol; beta-blockers help.,Movement
FRIEDREICH ATAXIA,GAA expansion with ataxia and cardiomyopathy.,Movement
FUNCTIONAL MOVEMENT DISORDER,"Inconsistency, distractibility, entrainment.",Movement
FUNCTIONAL TREMOR,"Distractible, entrainable tremor with variability.",Movement
HALLERVORDEN SPATZ,Neurodegeneration with brain iron accumulation.,Movement
HEMIFACIAL SPASM,Ephaptic transmission causing unilateral facial twitching.,Movement
HUNTINGTON DISEASE,Autosomal dominant chorea with cognitive decline; CAG repeats.,Movement
MEIGE SYNDROME,Oromandibular dystonia with blepharospasm.,Movement
MULTIPLE SYSTEM ATROPHY,Atypical parkinsonism with autonomic failure or cerebellar signs.,Movement
MYOCLONUS,Sudden brief shock-like muscle jerks.,Movement
MYORHYTHMIA,Slow rhythmic movements with brainstem lesions.,Movement
NEUROACANTHOCYTOSIS,"Chorea, dystonia, seizures; acanthocytes.",Movement
NEUROLEPTIC MALIGNANT SYNDROME,"Rigidity, fever, CPK rise after dopamine blockade.",Movement
NORMAL PRESSURE HYDROCEPHALUS,"Gait apraxia, incontinence, cognitive changes.",Movement
ORTHOSTATIC TREMOR,High-frequency leg tremor on standing relieved by walking.,Movement
PALATAL TREMOR,Rhythmic palatal movements; dentato-olivary pathway.,Movement
PANTOTHENATE KINASE DEFICIENCY,NBIA with eye-of-the-tiger sign.,Movement
PARKIN GENE PARKINSONISM,Early-onset AR parkinsonism.,Movement
PARKINSONISM,Bradykinesia with tremor or rigidity from dopamine loss.,Movement
PAROXYSMAL KINESIGENIC DYSKINESIA,Brief chorea precipitated by movement.,Movement
PAROXYSMAL NON KINESIGENIC DYSKINESIA,Alcohol/caffeine-triggered dyskinesia.,Movement
RESTLESS LEGS SYNDROME,"Urge to move legs at rest, relieved by movement.",Movement
RIGIDITY,Velocity-independent resistance to passive move.,Movement
SEROTONIN SYNDROME,"Clonus, agitation, hyperreflexia with serotonergic excess.",Movement
TARDIVE DYSKINESIA,Late-onset choreoathetoid movements after dopamine blockade.,Movement
TASK SPECIFIC DYSTONIA,Dystonia occurring only during specific tasks.,Movement
TIC DISORDER,"Sudden, nonrhythmic movements or vocalizations with urges.",Movement
VASCULAR PARKINSONISM,Lower body parkinsonism with gait disorder.,Movement
WILSON DISEASE,"Copper accumulation; dystonia, tremor, psychiatric changes.",Movement
WRITER CRAMP,Task-specific focal hand dystonia.,Movement
AMEBIC ENCEPHALITIS,Naegleria or Acanthamoeba; fresh-water exposure; fulminant.,NeuroID
BOTULISM,Descending paralysis from presynaptic acetylcholine blockade.,NeuroID
BRAIN ABSCESS,Focal intracranial infection causing ring-enhancing mass and fever.,NeuroID
CMV ENCEPHALITIS,Periventricular enhancement in AIDS; ganciclovir plus foscarnet.,NeuroID
CMV POLYRADICULOPATHY,Painful lumbosacral radiculitis in AIDS with CSF CMV PCR.,NeuroID
COCCIDIOIDAL MENINGITIS,Southwest US; complement fixation positive in CSF.,NeuroID
CRYPTOCOCCOSIS,Yeast meningitis in immunocompromise; positive cryptococcal antigen.,NeuroID
EBV MENINGITIS,Mononucleosis association; lymphocytic CSF.,NeuroID
ENCEPHALITIS,"Inflammation of brain parenchymaâ€”often viral (e.g., HSV).",NeuroID
FUNGAL VENTRICULITIS,CSF shunt infection with hyphae; intraventricular involvement.,NeuroID
HERPES ZOSTER OTICUS,Ramsay Hunt syndrome with ear vesicles and facial palsy.,NeuroID
HISTOPLASMA MENINGITIS,Ohio/Mississippi River valleys; subacute meningitis picture.,NeuroID
HIV ASSOCIATED DEMENTIA,Subcortical cognitive slowing in advanced HIV.,NeuroID
HSV ENCEPHALITIS,Temporal lobe predilection; hemorrhagic lesions; treat with acyclovir.,NeuroID
JAPANESE ENCEPHALITIS,Arboviral encephalitis with movement disorder; travel exposure.,NeuroID
JC VIRUS,Causes PML with subcortical demyelination in immunosuppressed.,NeuroID
LISTERIA MENINGITIS,Elderly/pregnant; add ampicillin for coverage.,NeuroID
LISTERIA RHOMBENCEPHALITIS,Brainstem encephalitis with cranial neuropathies; dairy exposure.,NeuroID
LYME NEUROBORRELIOSIS,"Facial palsy, meningitis, radiculoneuritis; tick exposure.",NeuroID
MENINGITIS,"Inflammation of meninges; fever, neck stiffness, altered mentation.",NeuroID
NEUROBORRELIOSIS RADICULITIS,Painful radiculopathy and lymphocytic CSF after tick bite.,NeuroID
NEUROBRUCELLOSIS,Brucella CNS infection; meningitis with cranial neuropathies.,NeuroID
NEUROCYSTICERCOSIS,Taenia solium larvae in CNS; seizures and ring lesions.,NeuroID
NEUROSYPHILIS,Tabes dorsalis or meningovascular; positive CSF VDRL often low sensitivity.,NeuroID
NOCARDIA ABSCESS,Filamentous weakly acid-fast bacteria causing brain abscess.,NeuroID
POWASSAN VIRUS,Tick-borne flavivirus encephalitis in North America.,NeuroID
RABIES,Lyssavirus infection ascending from peripheral bite to CNS.,NeuroID
TETANUS,"Toxin blocks inhibitory interneuronsâ€”trismus, rigidity, spasms.",NeuroID
TOXOPLASMOSIS,Opportunistic protozoal infection; basal ganglia ring lesions.,NeuroID
TRICHINOSIS,Myositis with eosinophilia; periorbital edema; undercooked pork.,NeuroID
TUBERCULOUS MENINGITIS,Basilar meningitis; cranial neuropathies; very high CSF protein.,NeuroID
VARICELLA ZOSTER,VZV vasculopathy or radiculitis; dermatomal zoster plus neuritis.,NeuroID
WEST NILE VIRUS,Flaccid paralysis with encephalitis in summer; mosquito-borne.,NeuroID
ZOSTER OPHTHALMICUS,V1 dermatomal zoster with risk of vision loss and cranial neuropathy.,NeuroID
AMYGDALA,Emotional salience and fear conditioning.,Neuroanatomy
ANTERIOR COMMISSURE,Connection in the front.,Neuroanatomy
AQUEDUCT OF SYLVIUS,Water connection,Neuroanatomy
ARCUATE FASCICULUS,Language repetition pathway linking Wernicke to Broca.,Neuroanatomy
AREA POSTREMA,Vomit,Neuroanatomy
BASAL GANGLIA,Striato-pallidal circuits regulating movement selection.,Neuroanatomy
CALCARINE SULCUS,Primary visual cortex banks.,Neuroanatomy
CAVERNUS SINUS,Venous sinus with CN III–VI and ICA.,Neuroanatomy
CEREBELLAR PEDUNCLES,"Superior, middle, inferior white matter tracts.",Neuroanatomy
